Turn,#animals,#food,avgAE,avgET,avgH,avgV,avgML,avgL,avgFE,avgGen,maxAE,maxET,maxH,maxV,maxML,maxFE,maxGen,minAE,minET,minH,minV,minML,minFE,minGen,totalAE,totalFE,totalE,totalCombat
0,100,600,12.545,50.18,5.47,11.84,24.74,0.0,51.66166666666667,0.0,24.5,98.0,9.0,14.0,49.0,99.0,0,0.75,3.0,1.0,10.0,1.0,1.0,0,1254.5,30997.0,32251.5,0.0
1,94,1135,48.523936170212764,50.01063829787234,5.531914893617022,11.861702127659575,26.159574468085108,1.9361702127659575,50.38612334801762,0.0,111.25,98.0,9.0,14.0,49.0,99.0,0,1.5,3.0,1.0,10.0,2.0,1.0,0,4561.25,57188.25,61749.5,121.0
2,114,1123,51.45559210526316,47.78947368421053,5.579824561403509,11.867894736842105,26.74561403508772,2.973684210526316,49.67119323241318,0.22807017543859648,169.75,98.0,9.1,14.06,49.0,117.5,1,1.5,3.0,1.0,9.94,2.0,1.0,0,5865.9375,55780.75,61646.6875,161.0
3,143,1109,48.40078671328671,45.51048951048951,5.458041958041959,11.86097902097902,26.86013986013986,3.6083916083916083,49.389934625788996,0.4195804195804196,130.75,96.0,9.1,14.06,49.0,116.5,2,1.5,2.0,0.9,9.94,2.0,1.0,0,6921.3125,54773.4375,61694.75,185.0
4,177,1091,52.21265889830509,42.40677966101695,5.463276836158194,11.874802259887002,27.310734463276837,2.9259887005649716,48.59859074243813,0.672316384180791,173.875,96.0,9.2,14.120000000000001,49.0,115.5,2,1.5,2.0,0.9,9.94,1.5,1.0,0,9241.640625,53021.0625,62262.703125,165.0
5,224,1069,49.722133091517854,43.04017857142857,5.495089285714286,11.768749999999995,27.368303571428573,2.8794642857142856,48.26179548643592,0.8705357142857143,186.046875,96.0,9.2,14.120000000000001,49.0,120.375,3,1.5,2.0,0.8,9.879999999999999,1.5,1.0,0,11137.7578125,51591.859375,62729.6171875,174.9
6,264,1024,55.070963541666664,41.34469696969697,5.516666666666668,11.816060606060603,27.914772727272727,3.6636363636363636,47.92771911621094,1.0454545454545454,186.046875,96.0,9.2,14.120000000000001,49.0,132.125,3,1.47265625,1.0,0.8,9.879999999999999,1.5,1.0,0,14538.734375,49077.984375,63616.71875,320.8
7,314,1007,51.56099472531847,39.52229299363057,5.512738853503184,11.82433121019108,29.393312101910826,4.476433121019109,47.8849847939424,1.2388535031847134,186.046875,96.0,9.2,14.120000000000001,49.0,131.125,4,2.84375,1.0,0.8,9.879999999999999,1.5,0.5,0,16190.15234375,48220.1796875,64410.33203125,544.8
8,357,977,51.815708705357146,39.51820728291317,5.4957983193277276,11.788291316526614,30.134453781512605,5.321288515406163,48.12090583418628,1.411764705882353,158.9765625,97.0,9.2,14.120000000000001,49.0,186.046875,4,1.50390625,1.0,0.7000000000000001,9.879999999999999,1.5,1.0,0,18498.2080078125,47014.125,65512.3330078125,802.3
9,391,876,53.43549442535166,38.47570332480819,5.515601023017902,11.824450127877244,31.138107416879794,6.564194373401532,48.27208970997432,1.588235294117647,168.4140625,97.0,9.299999999999999,14.120000000000001,49.0,185.046875,4,0.751953125,1.0,0.7000000000000001,9.819999999999999,1.5,0.921875,0,20893.2783203125,42286.3505859375,63179.62890625,1122.0
10,436,797,49.8538980746488,36.79128440366973,5.4208715596330235,11.831513761467887,31.952981651376145,7.447247706422018,48.87215608335947,1.7889908256880733,159.171875,97.0,9.299999999999999,14.180000000000001,49.0,184.046875,4,1.21875,1.0,0.7000000000000001,9.819999999999999,1.5,1.0,0,21736.299560546875,38951.1083984375,60687.407958984375,1443.4
