Turn,#animals,#food,avgAE,avgET,avgH,avgV,avgML,avgL,avgFE,avgGen,maxAE,maxET,maxH,maxV,maxML,maxFE,maxGen,minAE,minET,minH,minV,minML,minFE,minGen,totalAE,totalFE,totalE,totalCombat
0,100,1100,12.6825,50.73,5.05,11.78,24.22,0.0,50.342727272727274,0.0,24.75,99.0,9.0,14.0,49.0,99.0,0,0.75,3.0,1.0,10.0,1.0,1.0,0,1268.25,55377.0,56645.25,0.0
1,95,1014,51.81315789473684,50.03157894736842,5.042105263157895,11.715789473684211,25.31578947368421,1.8210526315789475,49.92406311637081,0.0,118.25,99.0,9.0,14.0,49.0,98.0,0,1.75,3.0,1.0,10.0,2.0,1.0,0,4922.25,50623.0,55545.25,111.0
2,134,982,38.166044776119406,45.96268656716418,5.110447761194029,11.767761194029852,25.026119402985074,2.4029850746268657,49.45748472505092,0.30597014925373134,143.5,99.0,9.1,14.0,49.0,97.0,1,1.75,3.0,0.9,9.94,1.5,1.0,0,5114.25,48567.25,53681.5,127.0
3,168,914,43.67103794642857,42.142857142857146,5.147023809523809,11.766428571428571,25.44345238095238,2.5773809523809526,49.12664113785558,0.5119047619047619,150.5,99.0,9.2,14.0,49.5,119.0,2,1.40625,2.0,0.9,9.94,1.5,1.0,0,7336.734375,44901.75,52238.484375,132.0
4,213,837,43.30780516431925,42.00469483568075,5.156338028169019,11.72300469483568,25.52112676056338,2.428638497652582,49.0331541218638,0.7464788732394366,155.875,99.0,9.2,14.06,49.5,118.0,2,2.09375,2.0,0.8,9.94,1.0,1.0,0,9224.5625,41040.75,50265.3125,138.3
5,264,753,45.94185014204545,39.78787878787879,5.3594696969696995,11.697424242424242,25.926136363636363,3.2003787878787873,48.27585491367862,0.9356060606060606,160.125,99.0,9.2,14.06,49.5,117.0,3,1.140625,2.0,0.8,9.94,1.5,0.75,0,12128.6484375,36351.71875,48480.3671875,285.7
6,318,691,42.688439711084904,39.20754716981132,5.550943396226417,11.676415094339625,26.696540880503143,3.865094339622641,47.4763250723589,1.1572327044025157,160.0625,99.0,9.2,14.06,49.5,128.75,4,1.140625,2.0,0.8,9.879999999999999,1.0,1.0,0,13574.923828125,32806.140625,46381.064453125,528.7
7,374,606,40.72294086313503,38.919786096256686,5.587967914438502,11.676737967914445,26.712566844919785,4.066310160427808,47.70877165841584,1.3422459893048129,146.59375,100.0,9.2,14.06,50.0,140.5,4,0.7568359375,2.0,0.8,9.879999999999999,1.0,1.0,0,15230.3798828125,28911.515625,44141.8955078125,661.9
8,422,534,39.687756868335306,38.177725118483416,5.630094786729859,11.703981042654046,27.580568720379148,5.14004739336493,47.636481010065545,1.5213270142180095,174.9296875,100.0,9.299999999999999,14.06,50.0,139.5,4,1.67578125,1.0,0.8,9.819999999999999,1.0,1.0,0,16748.2333984375,25437.880859375,42186.1142578125,1126.7
9,455,470,40.77002865298764,36.26593406593407,5.810329670329671,11.583560439560445,28.35054945054945,6.165494505494508,46.41033078457447,1.6923076923076923,156.6875,100.0,9.299999999999999,14.120000000000001,50.0,138.5,5,1.91015625,1.0,0.7000000000000001,9.819999999999999,1.5,1.0,0,18550.363037109375,21812.85546875,40363.218505859375,1358.6
10,483,434,38.78307145081198,36.590062111801245,5.953209109730848,11.618840579710144,28.841614906832298,7.3265010351966895,45.49825838853687,1.8612836438923395,159.3125,100.0,9.299999999999999,14.120000000000001,50.0,140.0625,5,0.7255859375,1.0,0.7000000000000001,9.819999999999999,2.0,0.1875,0,18732.223510742188,19746.244140625,38478.46765136719,1811.5
11,506,371,39.1540354853091,35.391304347826086,6.129841897233203,11.601976284584989,29.649209486166008,8.632213438735178,45.896481742756066,2.0553359683794468,169.49609375,100.0,9.299999999999999,14.120000000000001,50.0,139.0625,6,0.7255859375,1.0,0.7000000000000001,9.819999999999999,1.5,0.5,0,19811.941955566406,17027.5947265625,36839.536682128906,1722.3
12,522,341,38.05237596884541,35.258620689655174,6.242528735632179,11.586551724137935,30.658045977011493,9.444636015325669,44.688921886455276,2.2586206896551726,179.890625,100.0,9.299999999999999,14.120000000000001,50.0,138.0625,6,0.7255859375,1.0,0.7000000000000001,9.819999999999999,1.5,0.6015625,0,19863.340255737305,15238.92236328125,35102.262619018555,2192.7
13,531,313,36.571124721606125,34.32956685499058,6.407532956685493,11.570847457627123,31.50376647834275,9.616572504708103,44.9655801571977,2.480225988700565,179.890625,100.0,9.299999999999999,14.120000000000001,50.0,147.7421875,6,0.6929244995117188,1.0,0.7000000000000001,9.819999999999999,1.5,0.3464622497558594,0,19419.26722717285,14074.22658920288,33493.49381637573,1884.3
14,549,277,35.20492357764739,32.70673952641166,6.572859744990889,11.554134790528229,31.90072859744991,10.31311475409836,45.60773950019038,2.68488160291439,195.45703125,100.0,9.299999999999999,14.120000000000001,50.0,163.03125,6,0.6929244995117188,1.0,0.7000000000000001,9.819999999999999,2.0,0.56640625,0,19327.503044128418,12633.343841552734,31960.846885681152,1995.2
15,555,248,34.37027332202808,30.8990990990991,6.727927927927925,11.551279279279282,32.846846846846844,11.097477477477478,46.19914510173182,2.908108108108108,174.165283203125,100.0,9.299999999999999,14.120000000000001,50.0,179.890625,7,0.6929244995117188,1.0,0.7000000000000001,9.819999999999999,2.0,0.64501953125,0,19075.501693725586,11457.387985229492,30532.889678955078,2539.2
16,537,267,31.660623671178268,29.519553072625698,6.867783985102413,11.570837988826817,34.38361266294227,12.293668528864067,45.138264959671076,3.0558659217877095,224.84375,98.0,9.299999999999999,14.120000000000001,50.0,161.03125,7,0.6929244995117188,1.0,0.7000000000000001,9.819999999999999,2.0,0.3464622497558594,0,17001.75491142273,12051.916744232178,29053.671655654907,2954.6
17,499,276,32.337471787102956,29.03006012024048,6.793987975951897,11.508537074148308,35.59719438877755,12.81583166332665,42.871527823849,3.1743486973947896,226.271484375,97.0,9.399999999999999,14.120000000000001,50.0,160.03125,8,0.63275146484375,1.0,0.7000000000000001,9.759999999999998,2.5,0.6929244995117188,0,16136.398421764374,11832.541679382324,27968.940101146698,3074.8
18,523,254,31.01891813041147,28.793499043977054,6.861759082217967,11.591089866156793,35.72370936902486,13.31204588910134,39.9866085503045,3.349904397705545,226.271484375,96.0,9.399999999999999,14.120000000000001,50.0,159.03125,8,0.5821380615234375,1.0,0.6000000000000001,9.759999999999998,2.0,0.17034912109375,0,16222.8941822052,10156.598571777344,26379.492753982544,2371.7
