Turn,#animals,#food,avgAE,avgET,avgH,avgV,avgML,avgL,avgFE,avgGen,maxAE,maxET,maxH,maxV,maxML,maxFE,maxGen,minAE,minET,minH,minV,minML,minFE,minGen,totalAE,totalFE,totalE,totalCombat,,nfactor ,min_bound,avg_bound,max_bound
815,1006,397,86.44571673,34.45228628,7.777335984,11.74970179,58.35636183,24.77942346,142.8259058,125.8518887,2671.09727,60,10.1,14.96,68.5,2637.867069,142,0.760202968,1,5.9,10.16,49.5,1.520405935,118,86964.39103,56701.88461,143666.2756,7133.8,,7.091252485,14244.96,18777.6,24385.44
816,1031,375,89.09250299,34.35693501,7.765179437,11.76777886,58.33511154,24.39059166,137.8242241,126.0252182,2684.93063,60,10.1,14.96,68.5,2671.09727,142,0.511183961,1,5.9,10.1,49,0.520405935,119,91854.37058,51684.08404,143538.4546,6421.8,,6.22870999,12165.8,16011.8,20826.2
817,1033,373,91.59825046,34.35237173,7.781219748,11.7543272,58.35333979,24.58973863,130.2012629,126.1461762,2787.907226,60,10.1,14.96,68,2557.602334,142,0.511183961,1,5.8,10.1,49,1,119,94620.99272,48565.07108,143186.0638,6870,,6.65053243,11982.8,16076,20866.6
818,1035,374,90.52614816,34.18454106,7.795362319,11.73095652,58.22705314,24.41681159,132.1335861,126.2241546,2684.93063,58,10.1,14.96,68,2787.907226,142,0.511183961,1,5.8,10.1,48.5,0.987189052,119,93694.56335,49417.96121,143112.5246,6838.1,,6.606859903,12006,16136.4,20907
819,1020,402,83.33327654,34.37254902,7.790392157,11.71323529,58.25735294,24.62294118,145.6213084,126.3058824,2684.93063,58,10.1,14.96,68.5,2786.907226,142,0.511183961,1,5.8,10.1,48.5,1.524238984,119,84999.94207,58539.76598,143539.7081,7368.9,,7.224411765,14198.4,19070.88,24724.8
820,1018,400,86.93188676,34.21905697,7.788605108,11.73815324,58.2608055,24.59273084,137.4228373,126.5491159,2684.93063,58,10.2,14.96,68.5,2785.907226,142,0.511183961,1,5.8,10.1,48.5,0.524238984,119,88496.66072,54969.13492,143465.7956,6318.4,,6.206679764,11808.8,15857.6,20767.2
821,1017,402,90.8038074,34.48377581,7.777974435,11.68761062,58.25073746,23.91484759,128.4130827,126.4945919,2910.400333,58,10.2,14.96,68.5,2643.296094,142,0.511183961,1,5.8,10.1,48.5,0.140829141,120,92347.47212,51622.05923,143969.5314,6078.3,,5.976696165,9437.76,12656.32,16597.44
822,1031,390,93.88942777,34.2929195,7.775266731,11.6942774,58.26479146,23.6456838,122.4042221,126.6973812,2910.400333,58,10.2,15.02,68.5,2118.311131,142,0.332381174,1,5.8,10.1,49,0.962376884,120,96800.00003,47737.64661,144537.6466,5836.1,,5.660620757,9567.68,12826.08,16825.92
823,1038,403,90.00595237,34.54527938,7.783429672,11.66184971,58.28516378,23.87475915,126.9573073,126.694605,3064.432199,58,10.2,15.02,68.5,2755.629763,143,0.641775941,1,6.1,10.1,48.5,0.986970462,120,93426.17856,51163.79484,144589.9734,6753.9,,6.506647399,12663.6,16158.4,21175.2
824,1018,400,91.79628763,34.5324165,7.766306483,11.67084479,58.41797642,24.20687623,128.7617313,126.8909627,1655.876203,59,10.2,15.02,68.5,3064.432199,143,0.781513683,1,6.1,10.1,48.5,0.764271329,120,93448.62081,51504.69251,144953.3133,6705.1,,6.58654224,12419.6,15812.2,20767.2
825,1034,389,91.42055143,34.76208897,7.782205029,11.63678917,58.35396518,23.92011605,130.1598893,126.9061896,1655.876203,59,10.2,15.02,68.5,3063.432199,143,1.302771041,1,6,10.1,48.5,1,120,94528.85018,50632.19693,145161.0471,6024.7,,5.826595745,9926.4,12874.88,16874.88
826,1021,378,95.48765989,34.60822723,7.780313418,11.65388834,58.40205681,24.03339863,125.6100811,127.0705191,3076.214188,59,10.1,15.02,68.5,2752.629763,144,0.441967551,1,6,10.1,48.5,1,120,97492.90075,47480.61065,144973.5114,6407,,6.275220372,12252,15887.4,20624.2
827,1036,381,96.18986345,34.12162162,7.754826255,11.68420849,58.36341699,24.10781853,117.0356875,127.3822394,3076.214188,59,10,15.08,68.5,2751.629763,144,0.441967551,1,6,10.04,48.5,1,121,99652.69853,44590.59694,144243.2955,6862.8,,6.624324324,12432,16068,20720
828,1024,404,93.76301913,33.86230469,7.751855469,11.71138672,58.38574219,24.33603516,117.5048814,127.5957031,3076.214188,59,10,15.08,68.5,2750.629763,144,0.441967551,1,6,10.04,49,0.043877628,121,96013.33159,47471.97208,143485.3037,7269.3,,7.098925781,14745.6,19050.96,24576
829,1025,388,94.40984386,33.78439024,7.753560976,11.70887805,58.45170732,25.47219512,122.4591539,127.7609756,3076.214188,59,10,15.08,68.5,2749.629763,144,0.570051647,1,6,10.04,49,0.302771041,121,96770.08996,47514.1517,144284.2417,6815.1,,6.648878049,12300,15894.8,20500
830,1029,389,92.38963557,33.83576288,7.768707483,11.69067055,58.43926142,25.54003887,126.9422981,127.8658892,3284.940085,59,10,15.08,68.5,2748.629763,144,0.570051647,1,6,10.04,49,1,121,95068.935,49380.55394,144449.4889,6945.7,,6.749951409,12348,15988,20580
831,989,427,88.31011381,33.90596562,7.785035389,11.67989889,58.41203236,24.82709808,132.5876447,127.9807887,3284.940085,59,10,15.08,68.5,2237.367807,145,0.411964473,1,6,10.04,49,0.570051647,121,87338.70256,56614.92429,143953.6268,7076.8,,7.155510617,14241.6,18478.56,23736
832,983,414,97.16938121,33.88809766,7.782095626,11.67196338,58.46185148,24.82970498,119.2299627,128.0803662,3284.940085,59,10.1,15.08,68.5,1546.026903,145,0.411964473,1,6,10.04,49,1,121,95517.50173,49361.20455,144878.7063,6254.2,,6.362360122,11796,15299.6,19856.6
833,992,417,89.56598146,33.84475806,7.802217742,11.67614919,58.36844758,24.28064516,134.4588333,128.2782258,2840.254512,60,10.1,15.08,69,3284.940085,145,0.411964473,1,6,10.04,49,1,121,88849.45361,56069.33348,144918.7871,6077.6,,6.126612903,11904,15479.6,20038.4
834,1021,377,88.12817552,33.77473066,7.781684623,11.69179236,58.34720862,24.45475024,147.8001202,128.4495593,2378.601486,60,10.1,15.08,69,3283.940085,145,0.411964473,1,6,10.04,49,0.432224839,121,89978.86721,55720.64533,145699.5125,5584.9,,5.470029383,9801.6,12712.16,16499.36
835,1035,372,90.91978876,33.98454106,7.782995169,11.66649275,58.37777778,23.94608696,138.3724888,128.4338164,2378.601486,60,10.1,15.02,69,3282.940085,145,0.967989947,1,6.1,10.04,48.5,0.756364478,121,94101.98137,51474.56585,145576.5472,6428.5,,6.211111111,12627,16110.8,20907
836,1017,373,91.55566397,33.96853491,7.762143559,11.6759292,58.40904621,24.19124877,141.955434,128.5703048,2400.601486,61,10.1,15.02,69,3281.940085,145,1.001428618,1,6.1,10.04,48.5,0.549043741,121,93112.11025,52949.37688,146061.4871,6828.1,,6.713962635,12407.4,15788.2,20543.4
837,1008,409,89.31980239,34.21031746,7.753571429,11.66815476,58.47867063,24.13015873,133.4339744,128.6626984,2340.172988,61,10.1,15.02,69,3280.940085,146,0.500714309,1,6.1,10.04,48.5,0.147106503,121,90034.36081,54574.49555,144608.8564,7084.7,,7.028472222,14757.12,18757.44,24433.92
838,999,401,92.92301003,34.24824825,7.76006006,11.6551952,58.42342342,24.23393393,130.5104549,128.7617618,1623.667774,61,10.1,15.02,69,3279.940085,146,0.500714309,1,6.1,10.04,48.5,1,122,92830.08702,52334.6924,145164.7794,6577.4,,6.583983984,12187.8,15504.6,20179.8
839,993,402,96.30232343,34.51863041,7.74632427,11.6176435,58.45317221,24.15125881,123.5834945,128.7512588,3332.192104,61,10.1,15.02,69,1623.667774,146,0.500714309,1,6.1,10.04,48.5,0.001428618,122,95628.20717,49680.56478,145308.7719,6538,,6.58408862,12114.6,15384.2,20058.6
840,1020,385,100.5719006,34.95980392,7.759901961,11.56347059,58.47941176,24.34078431,112.557255,128.6656863,3332.192104,61,10,15.08,69,1622.667774,146,0.444554333,1,6.1,10.04,48.5,1,122,102583.3386,43334.54316,145917.8818,5953.1,,5.836372549,9955.2,12664.16,16320
841,1015,377,94.75819352,35.05320197,7.747389163,11.55619704,58.52857143,23.95320197,131.7964663,128.7802956,3332.192104,61,10,15.08,69,2924.095008,147,0.444554333,1,6.1,10.04,48.5,1,122,96179.56642,49687.26779,145866.8342,6458.5,,6.363054187,12383,15727.2,20300
842,1052,352,90.40259797,34.79657795,7.75256654,11.58351711,58.50617871,24.08745247,141.9522887,129.0988593,1648.246678,61,10,15.14,69,3332.192104,147,0.444554333,1,6.1,10.04,48.5,1,122,95103.53307,49967.20563,145070.7387,6183.7,,5.878041825,10267.52,13049.12,16832
843,1037,347,93.57346754,35.08389585,7.764513018,11.55550627,58.58968177,24.55718419,135.3123675,129.1359691,3361.530765,61,10,15.14,69,2922.095008,147,0.539050645,1,6.1,10.04,48.5,0.737077625,122,97035.68584,46953.39151,143989.0773,6963.6,,6.715139826,12651.4,16103.6,20740
844,1014,391,89.06584904,35.40039448,7.74270217,11.54218935,58.67554241,24.38915187,133.8152862,129.239645,3361.530765,61,10,15.14,69,1390.806299,147,0.539114327,1,6.1,9.98,48.5,0.813831342,123,90312.77093,52321.77692,142634.5479,7945.1,,7.835404339,14844.96,18842.64,24336
845,1029,392,89.69182165,35.40524781,7.713605442,11.54897959,58.71379981,24.34305151,128.1086274,129.3683188,3361.530765,61,10,15.14,69,1683.105001,147,0.401655972,1,6.1,9.98,49,0.078228654,123,92292.88448,50218.58195,142511.4664,6649.1,,6.461710398,12553.8,15874.6,20580
846,1018,383,91.38476751,35.11689587,7.710805501,11.56127701,58.58398821,24.78958743,131.0617398,129.6208251,3134.466955,61,10,15.14,69,3361.530765,147,0.401655972,1,6.1,9.98,49,0.813831342,123,93029.69332,50196.64634,143226.3397,6646,,6.52848723,12419.6,15699.2,20360
847,1020,374,93.07139769,34.80980392,7.72127451,11.56882353,58.47058824,24.73245098,129.5437714,129.9254902,3371.557687,61,10,15.14,69,3134.466955,147,0.401655972,1,6.1,9.98,49,1,123,94932.82564,48449.37052,143382.1962,6564,,6.435294118,12444,15751.4,20400
848,1023,377,93.25359992,34.85532747,7.727468231,11.5568915,58.46871945,25.08719453,127.1349467,129.9951124,3371.557687,61,9.9,15.14,69,3133.466955,147,0.401655972,1,6.1,9.98,48.5,1,123,95398.43272,47929.87492,143328.3076,6977.4,,6.820527859,12480.6,15810.4,20255.4
849,1010,401,88.91804207,34.81485149,7.739405941,11.54932673,58.41039604,25.14712871,133.4230987,130.1247525,3371.557687,57,9.9,15.14,69,3132.466955,147,0.401655972,1,6.1,9.98,48.5,0.803311945,123,89807.22249,53502.66259,143309.8851,6943.5,,6.874752475,12322,15633.6,19998
850,1029,381,87.95352098,35.2079689,7.729931973,11.5051895,58.38483965,24.79552964,138.6936798,130.0155491,3371.557687,57,9.9,15.14,69,3131.466955,147,0.401655972,1,6.1,9.98,48.5,1,123,90504.17309,52842.29202,143346.4651,6019,,5.849368319,10043.04,12726.56,16299.36
851,1027,386,91.42954075,35.48685492,7.729016553,11.48946446,58.45472249,24.74410906,128.0511771,130.0506329,1735.208331,57,9.9,15.2,69,3371.557687,147,0.401655972,1,6.1,9.98,48.5,1,123,93898.13835,49427.75436,143325.8927,6807.3,,6.628334956,12529.4,15875.4,20334.6
852,1018,411,86.07812652,35.37229862,7.727111984,11.5045776,58.50736739,24.578389,136.65231,130.2701375,1735.208331,57,9.9,15.2,69,3370.557687,147,0.401655972,1,6.1,9.98,48.5,1,124,87627.5328,56164.09942,143791.6322,7093.5,,6.968074656,12419.6,15732.4,20156.4
853,992,423,97.40138126,35.75907258,7.715826613,11.45985887,58.46975806,24.62721774,112.3640499,130.2308468,3381.707907,57,9.9,15.2,69,1240.005233,147,0.401655972,1,6.1,9.98,48,0.350875458,124,96622.17021,47529.99311,144152.1633,6747.3,,6.80171371,12102.4,15308.2,19641.6
854,1000,408,96.6564875,36.239,7.7061,11.4065,58.4675,24.2401,113.4798355,130.122,2150.410645,57,9.9,15.2,69,3287.37813,147,0.544361223,1,6,9.98,48,0.014320266,124,96656.4875,46299.77289,142956.2604,6140.6,,6.1406,12000,15412.2,19800
855,1032,354,101.3553967,36.23352713,7.710465116,11.39959302,58.46947674,24.39893411,108.872467,130.247093,2150.410645,57,9.9,15.2,69,3286.37813,148,0.646612988,1,6,9.98,48,0.453972621,124,104598.7693,38540.85331,143139.6227,5697.7,,5.521027132,9907.2,12731.52,16346.88
856,1050,356,94.33303875,35.62761905,7.719809524,11.46605714,58.35904762,24.52761905,119.2215154,130.7047619,4040.233353,58,9.9,15.2,69.5,2150.410645,148,0.323306494,1,6,10.04,48,1,124,99049.69068,42442.85948,141492.5502,6936.2,,6.605904762,12600,16211.6,20790
857,1050,363,94.2146906,35.40761905,7.715047619,11.50194286,58.36619048,24.58666667,115.2530763,131.04,4040.233353,58,9.9,15.2,69.5,1509.437201,148,0.323306494,1,6,10.04,48,0.121520203,124,98925.42513,41836.86668,140762.2918,7054,,6.718095238,12600,16201.6,20790
858,1031,385,91.05647785,35.57129001,7.715324927,11.4871581,58.39039767,24.80581959,121.76441,131.1551891,4115.233353,58,9.8,15.14,69.5,1678.881897,148,0.323306494,1,6,10.04,47.5,0.646612988,124,93879.22866,46879.29785,140758.5265,7318.7,,7.098642095,14846.4,19090.8,24249.12
859,1018,398,90.06550429,35.70235756,7.704911591,11.4851277,58.41846758,24.69253438,116.8604855,131.3045187,2057.616677,58,9.8,15.14,69.5,1677.881897,148,0.323306494,1,6,9.98,47.5,1,124,91686.68337,46510.47324,138197.1566,6791.8,,6.671709234,12216,15687.2,19952.8
860,1016,406,88.63340793,35.85826772,7.713779528,11.47143701,58.41929134,25.05994094,118.456013,131.4124016,2142.014625,58,9.8,15.14,69.5,1676.881897,149,0.323306494,1,6,9.98,47.5,1,124,90051.54246,48093.14128,138144.6837,6627.3,,6.522933071,12192,15674.4,19913.6
861,1015,394,90.62827195,35.71231527,7.704137931,11.48360591,58.43546798,25.2235468,119.8618507,131.6275862,2142.014625,58,9.8,15.14,70,1675.881897,149,0.902043532,1,6,9.98,47.5,1,125,91987.69603,47225.56917,139213.2652,6517.4,,6.421083744,12180,15639.4,19894
862,988,410,92.31505145,35.77226721,7.71902834,11.47313765,58.44078947,24.2041498,118.5400375,131.8147773,2142.014625,58,9.8,15.14,70,1504.437201,149,1.225415797,1,6,9.98,47.5,0.798334543,125,91207.27083,48601.41536,139808.6862,6671.9,,6.752935223,11856,15252.8,19364.8
863,1004,402,92.16306851,35.65239044,7.732270916,11.47790837,58.46812749,23.98247012,116.3207724,131.9661355,1430.627116,58,9.8,15.14,70,2235.3998,149,0.612707898,1,6,9.98,47.5,2,125,92531.72079,46760.9505,139292.6713,5747.5,,5.724601594,9638.4,12421.12,15742.72
864,995,396,92.61676974,35.75376884,7.743316583,11.46733668,58.4678392,24.71487437,121.6855036,132.0492462,1538.157723,58,9.8,15.14,70,2234.3998,149,0.612707898,1,5.9,9.98,47.5,1,125,92153.68589,48187.45943,140341.1453,6690.3,,6.723919598,11741,15409.2,19502
865,1022,382,88.96108848,35.36007828,7.747260274,11.48657534,58.40704501,24.4074364,126.8315108,132.3395303,1507.163501,58,9.8,15.14,70,2233.3998,149,0.306353949,1,5.9,9.98,47.5,1,125,90918.23242,48449.63711,139367.8695,6144.2,,6.011937378,12059.6,15835.4,20031.2
866,1024,377,93.89357822,35.4453125,7.762890625,11.47929688,58.42285156,24.10742187,114.786374,132.4619141,2322.433353,58,9.8,15.14,70,1982.862306,150,0.306353949,1,5.9,9.98,47,0.173146932,125,96147.02409,43274.463,139421.4871,6269.1,,6.122167969,12083.2,15898.4,20070.4
867,1022,373,93.90623035,35.37671233,7.764677104,11.49526419,58.39334638,24.6109589,117.0075291,132.6536204,2322.433353,58,9.8,15.08,70,1681.209833,150,0.306353949,1,5.9,10.04,47,0.818361818,126,95972.16742,43643.80835,139615.9758,7026.9,,6.875636008,12059.6,15871,20031.2
868,1016,385,93.43681788,35.85728346,7.748326772,11.45620079,58.50738189,25.02372047,115.3631122,132.5905512,2322.433353,59,9.8,15.08,70,1531.572798,150,0.306353949,1,5.9,10.04,47,1,126,94931.80697,44414.79818,139346.6051,7328.5,,7.213090551,14386.56,18893.52,23896.32
869,992,401,92.43960765,36.05141129,7.728830645,11.42356855,58.65221774,24.61421371,118.4228639,132.59375,2165.408946,59,9.9,15.08,70,2322.433353,150,0.553150987,1,6,10.04,47,0.306353949,126,91700.09079,47487.56844,139187.6592,7385.2,,7.444758065,14284.8,18400.8,23569.92
870,1002,402,89.21416453,36.15968064,7.744311377,11.41820359,58.6746507,24.41936128,118.0571695,132.748503,1991.57497,59,9.9,15.08,70.5,2321.433353,150,0.553150987,1,6,10.04,47,0.72696362,126,89392.59286,47458.98213,136851.575,6708.5,,6.69510978,12024,15519.6,19839.6
871,988,419,90.70949892,36.19534413,7.732388664,11.40700405,58.70394737,24.31923077,113.9741209,132.8795547,1991.57497,59,9.9,15.08,70.5,2320.433353,150,0.553150987,1,6,10.04,47,1,126,89620.98493,47755.15666,137376.1416,7218,,7.305668016,14227.2,18335.04,23474.88
872,980,427,88.91930067,36.43877551,7.723571429,11.3867551,58.66173469,24.01612245,118.8781419,132.9816327,1555.48643,58,9.9,15.08,70.5,2319.433353,150,1.062132719,1,6,10.04,47,1,126,87140.91465,50760.96658,137901.8812,6725.2,,6.86244898,11760,15138.2,19404
873,997,408,91.8897384,36.74022066,7.717552658,11.3578335,58.60782347,23.90742227,111.756649,133.0070211,3055.649931,58,9.9,14.96,70.5,2318.433353,151,1.062132719,1,6,10.1,47,0.833759648,126,91614.06919,45596.71279,137210.782,6311.4,,6.330391174,11964,15388.8,19740.6
874,1019,384,92.45851361,36.52306183,7.718743867,11.3898528,58.57311089,23.75309127,110.9695558,133.2777233,3055.649931,59,9.9,14.96,70.5,1989.57497,151,1.137162193,1,6,10.1,47,1,127,94215.22537,42612.30942,136827.5348,5765.8,,5.658292444,9782.4,12584.64,16140.96
875,1012,392,92.00933164,36.22924901,7.71284585,11.42118577,58.47035573,23.60849802,111.4114132,133.5800395,2344.698118,59,9.9,14.96,70.5,3167.804232,151,1.137162193,1,6,10.1,47,0.471426043,127,93113.44362,43673.27398,136786.7176,6801.3,,6.720652174,12144,15610.8,20037.6
876,1015,374,89.42384113,36.19507389,7.697044335,11.43649261,58.45073892,24.54394089,124.9581634,133.7694581,2344.698118,59,9.9,14.96,70.5,3166.804232,151,1.137162193,1,6,10.16,47,1,127,90765.19875,46734.35313,137499.5519,7036.3,,6.932315271,12180,15625,20097
877,1004,377,87.26323317,36.40537849,7.713047809,11.40320717,58.3625498,24.55498008,132.3374079,133.812749,1819.25721,59,9.9,14.96,70.5,3165.804232,151,1.039015646,1,6,10.16,47,1,127,87612.2861,49891.20279,137503.4889,7331.4,,7.302191235,14457.6,18585.36,23855.04
878,1016,382,87.06562227,36.48818898,7.725688976,11.41870079,58.55019685,24.32854331,127.122696,134.0413386,3215.963165,59,9.9,14.9,71,2343.698118,151,1.039015646,1,5.9,10.16,47,0.093955288,127,88458.67222,48560.86987,137019.5421,6669.2,,6.564173228,11988.8,15698.6,20116.8
879,1031,366,87.2821152,36.57904947,7.732783705,11.40760427,58.61493695,23.78865179,127.4416622,134.0630456,3215.963165,59,10,14.9,71,2078.654654,151,1.039015646,1,5.9,10.16,47,1,128,89987.86078,46643.64836,136631.5091,6230.4,,6.043064985,12165.8,15945,20620
880,1025,382,82.6567702,36.48097561,7.721170732,11.41894634,58.59414634,23.60536585,135.0224782,134.2478049,2082.825289,59,10,14.9,71,3215.963165,152,1.039015646,1,5.9,10.16,47,1,128,84723.18946,51578.58666,136301.7761,6872.5,,6.704878049,12095,15828.4,20500
881,1022,391,85.30087452,36.59589041,7.728962818,11.40767123,58.59784736,24.59363992,122.9781136,134.3091977,2384.716313,58,10,14.9,70.5,3214.963165,152,0.519507823,1,5.9,10.16,47,1,128,87177.49376,48084.44241,135261.9362,7410.8,,7.251272016,14471.52,18957.6,24528
882,1030,385,92.83841746,36.43980583,7.749320388,11.41912621,58.62378641,25.42407767,103.0287876,134.523301,3399.961065,58,10.1,14.9,70.5,1816.25721,152,0.519507823,1,5.9,10.16,47,0.428457661,128,95623.56998,39666.08323,135289.6532,7200.1,,6.99038835,12154,15963.6,20806
883,990,398,86.57883406,36.48282828,7.773939394,11.41090909,58.62272727,25.71212121,127.5645646,134.6717172,2082.825289,58,10.1,14.84,70.5,3399.961065,152,0.651102606,1,5.9,10.16,47,0.011002516,128,85713.04572,50770.69672,136483.7424,7596,,7.672727273,14018.4,18470.88,23997.6
884,993,402,86.34485524,36.25377644,7.771802618,11.42308157,58.52114804,25.4715005,125.5228632,134.9254783,1652.918001,59,10.1,14.84,70.5,3398.961065,152,0.373250778,1,5.9,10.16,47,0.913819331,128,85740.44125,50460.191,136200.6322,6623.9,,6.670594159,11717.4,15434.8,20058.6
885,998,392,92.96528581,36.52705411,7.779158317,11.38212425,58.51452906,25.08807615,110.9132772,134.9438878,3399.000081,59,10.2,14.84,70.5,2382.716313,153,0.373250778,1,5.8,10.16,47,0.779261735,129,92779.35523,43478.00465,136257.3599,6052.5,,6.064629259,11576.8,15527.2,20359.2
886,997,370,91.39547243,36.67001003,7.794884654,11.37691073,58.59679037,24.79378134,123.6156135,135.0501505,3399.000081,59,10.2,14.84,70.5,2381.716313,153,0.373250778,1,5.8,10.16,47,0.490213531,129,91121.28601,45737.777,136859.063,6218.3,,6.237011033,11565.2,15543,20338.8
887,1004,382,82.34107285,37.13247012,7.775199203,11.34320717,58.59760956,23.72121514,139.1337126,135.0687251,1070.830402,60,10.2,14.78,70.5,3399.000081,153,0.519507823,1,5.8,10.16,47,0.101362905,129,82670.43715,53149.07823,135819.5154,6599.7,,6.573406375,11646.4,15612.6,20481.6
888,1025,374,84.7983621,37.04097561,7.763317073,11.35016585,58.63219512,23.13092683,130.0726792,135.2839024,3445.105445,60,10.2,14.78,69.5,2001.810761,153,0.519507823,1,5.8,10.1,47,0.302205212,129,86918.32115,48647.18204,135565.5032,5816.9,,5.67502439,9512,12731.84,16728
889,1064,344,90.35647153,36.98496241,7.745394737,11.36383459,58.68139098,23.46870301,114.3397882,135.5,3445.105445,60,10.2,14.78,69.5,1069.830402,153,0.614103326,1,5.8,10.1,47,0.467700919,129,96139.28571,39332.88714,135472.1729,6282.1,,5.904229323,9873.92,13185.76,17364.48
890,1052,356,83.56398231,36.89353612,7.757034221,11.36958175,58.64258555,23.18545627,131.5279559,135.6673004,2601.809983,60,10.2,14.84,69.5,3445.105445,154,0.614103326,1,5.8,10.1,47,1,129,87909.30939,46823.95229,134733.2617,7025.9,,6.678612167,12203.2,16320.8,21460.8
891,1071,325,84.53297693,36.85901027,7.774603175,11.37563025,58.54761905,24.05919701,137.105755,135.8683473,2029.521907,60,10.2,14.84,69.5,3444.105445,154,0.614103326,1,5.8,10.1,47,1,129,90534.8183,44559.37037,135094.1887,6309.7,,5.891409897,9938.88,13322.56,17478.72
892,1051,340,86.95459543,36.88106565,7.795147479,11.34664129,58.57183635,23.71370124,128.2895208,135.9343482,3445.561858,60,10.3,14.84,69.5,2600.809983,154,0.614103326,1,5.8,10.1,47,0.151306441,129,91389.2798,43618.43707,135007.7169,7239.6,,6.88829686,12191.6,16385.4,21650.6
893,1080,312,92.82845078,36.57037037,7.821944444,11.36788889,58.55833333,24.04435185,108.9255148,136.1972222,3445.561858,60,10.3,14.84,69.5,1048.94882,154,0.614103326,1,5.8,10.1,47,1,129,100254.7268,33984.76063,134239.4875,6368.7,,5.896944444,10022.4,13516.32,17798.4
894,1073,316,85.09370825,36.51351351,7.834482759,11.38605778,58.61136999,24.8389562,132.6138583,136.3541473,3445.561858,60,10.3,14.84,69.5,2029.521907,154,0.927949861,1,5.8,10.1,47,0.612171212,129,91305.54896,41905.97923,133211.5282,7665.2,,7.143709226,14936.16,20175.36,26524.56
895,1053,348,83.69471521,36.30104463,7.845394112,11.3957265,58.54985755,24.76676163,128.8726372,136.5906933,3445.561858,60,10.3,14.9,69.5,2028.521907,154,0.580537475,1,5.8,10.1,47,1,129,88130.53512,44847.67775,132978.2129,7732.3,,7.34311491,14657.76,19826.88,26030.16
896,1016,357,86.42889302,36.58267717,7.831692913,11.37547244,58.70029528,25.27086614,126.6961143,136.613189,3445.561858,60,10.3,14.9,69.5,1817.512725,155,0.580537475,1,5.9,10.1,47,0.113181452,129,87811.75531,45230.5128,133042.2681,7374.8,,7.258661417,14386.56,19096.8,25115.52
897,999,381,89.39624278,36.62362362,7.821821822,11.37645646,58.61911912,25.27407407,114.1300999,136.7467467,2666.328664,60,10.3,14.9,69,3445.561858,155,0.290268737,1,5.9,10.1,47,0.855899722,129,89306.84654,43483.56805,132790.4146,7552.5,,7.56006006,14145.84,18753.6,24695.28
898,999,367,94.70741891,36.56956957,7.77027027,11.38510511,58.71321321,24.79419419,102.5112713,136.9069069,3457.260549,59,10.3,14.9,69,1345.003703,155,0.951762916,1,5.8,10.1,47.5,1,129,94612.71149,37621.63656,132234.348,6253.4,,6.25965966,11588.4,15525,20579.4
899,986,385,90.14076121,36.86713996,7.760446247,11.35817444,58.82302231,24.95223124,111.6594478,136.9523327,3457.260549,59,10.3,14.9,69,2666.328664,155,0.951762916,1,5.8,10.1,47.5,0.593699952,130,88878.79056,42988.88739,131867.6779,7290.6,,7.394117647,13725.12,18364.32,24373.92
900,983,394,84.43547988,37.01119023,7.763479145,11.33106816,58.7965412,24.65178026,122.3154309,136.9776195,3457.260549,59,10.3,14.84,69,2665.328664,156,0.951762916,1,5.8,10.1,47.5,1,130,83000.07672,48192.27977,131192.3565,6647.8,,6.76276704,11402.8,15263,20249.8
901,991,394,82.3208747,36.90817356,7.775378406,11.32621594,58.81382442,24.56397578,127.6517028,137.1422805,2765.857258,59,10.1,14.84,69,3457.260549,156,1.01650407,1,5.8,10.1,47.5,1,130,81579.98683,50294.77089,131874.7577,6435.2,,6.493642785,11495.6,15410.8,20018.2
902,977,398,81.70009224,37.08290686,7.761821904,11.31363357,58.73387922,25.07737973,133.489309,137.2436029,2765.857258,60,10.1,14.84,68.5,3456.260549,156,1.250696236,1,5.8,10.1,47.5,0.931092699,130,79820.99012,53128.74499,132949.7351,6819,,6.979529171,11333.2,15166.6,19735.4
903,969,425,85.02520116,37.43550052,7.758307534,11.29702786,58.86635707,24.48410733,119.7717845,137.2930857,2257.531572,60,10.1,14.84,68.5,3455.260549,156,1.250696236,1,5.8,10.1,47.5,0.531090364,130,82389.41992,50903.00839,133292.4283,6661.4,,6.874509804,11240.4,15035.6,19573.8
904,965,408,86.58225057,37.54818653,7.761658031,11.29079793,58.86476684,24.04943005,122.8865316,137.4196891,3478.003914,60,10.1,14.9,68.5,2764.857258,157,1.250696236,1,5.9,10.1,47.5,1,130,83551.8718,50137.70487,133689.5767,6089.7,,6.310569948,11387,14980,19493
905,992,391,92.38802411,37.66733871,7.775201613,11.27979839,58.92590726,24.23366935,105.0064821,137.5050403,3856.265484,60,10.1,14.9,68.5,1330.211702,157,1.250696236,1,5.8,10.1,47.5,0.257772591,130,91648.91992,41057.53452,132706.4544,5787.2,,5.833870968,9205.76,12340.8,16030.72
906,989,401,91.62523291,37.41961577,7.76471183,11.29672396,58.83367037,23.9206269,105.0003794,137.752275,3856.265484,60,10.1,14.9,69,1353.880315,158,0.934485182,1,5.8,10.1,47.5,0.868970364,131,90617.35535,42105.15214,132722.5075,6656.1,,6.730131446,11472.4,15358.6,19977.8
907,991,374,91.91498625,37.62764884,7.76518668,11.29091826,58.80171544,24.08244198,111.7018494,137.8506559,3856.265484,60,10,14.9,69,2270.619133,158,0.788068487,1,5.8,10.1,47.5,0.250696236,131,91087.75138,41776.49166,132864.243,6510.4,,6.569525732,11495.6,15390.6,19820
