Turn,#animals,#food,avgAE,avgET,avgH,avgV,avgML,avgL,avgFE,avgGen,maxAE,maxET,maxH,maxV,maxML,maxFE,maxGen,minAE,minET,minH,minV,minML,minFE,minGen,totalAE,totalFE,totalE,totalCombat,,nfactor ,min_bound,avg_bound,max_bound
206,776,356,39.47529732,31.63402062,6.66378866,12.61206186,46.75322165,19.16404639,54.64093011,34.49097938,459.0701802,58,9.7,14.78,53.5,415.2214818,46,0.258594075,1,3.1,9.64,38,0.476898358,26,30632.83072,19452.17112,50085.00184,4261.1,,5.491108247,3848.96,8273.76,12043.52
207,791,326,40.68028878,31.59797724,6.597977244,12.60619469,46.78318584,19.25335019,52.53282909,34.55752212,429.0148608,58,9.5,14.78,53.5,322.9624134,46,0.65864004,1,3.1,9.64,38,0.422820532,26,32178.10842,17125.70228,49303.81071,4363.9,,5.516940582,3923.36,8350.4,12023.2
208,803,325,38.93647103,31.64259029,6.561643836,12.54929016,46.72540473,17.77061021,53.9050221,34.75342466,309.625,58,9.5,14.84,53.5,369.434745,47,0.567115399,1,3.1,9.64,38,0.283557699,26,31265.98623,17519.13218,48785.11842,4066.6,,5.064259029,3982.88,8430.4,12205.6
209,805,344,38.11007424,31.69068323,6.545838509,12.55652174,46.6931677,17.22720497,55.55951996,34.89440994,309.625,58,9.5,14.84,53.5,368.434745,47,0.532682287,1,3.1,9.64,38,0.654693349,26,30678.60976,19112.47486,49791.08462,3918.3,,4.867453416,2994.6,6323.28,9177
210,814,327,39.33536685,31.48648649,6.508968059,12.57646192,46.68120393,17.7472973,53.69531138,35.002457,321.1813055,58,9.4,14.84,53,367.434745,46,0.532682287,1,3.1,9.64,38,0.279640244,26,32018.98862,17558.36682,49577.35544,4383.2,,5.384766585,4037.44,8477.28,12242.56
211,844,315,37.78996424,31.507109,6.5242891,12.60777251,46.70319905,17.91457346,53.6236695,35.16350711,331.910441,58,9.4,14.84,53,366.434745,46,0.266341143,1,3.1,9.64,37.5,0.266378988,26,31894.72982,16891.45589,48786.18571,4300.9,,5.095853081,4186.24,8810.4,12693.76
212,850,282,39.41931587,31.42470588,6.553058824,12.61461176,46.75235294,17.79952941,53.11606795,35.38823529,331.910441,58,9.4,14.84,53.5,365.434745,47,0.266341143,1,3.2,9.64,37.5,0.122460827,26,33506.41849,14978.73116,48485.14965,4321.2,,5.083764706,4352,8912.16,12784
213,851,265,40.30511692,31.53936545,6.564277321,12.62594595,46.73971798,18.41363102,51.82046335,35.51821387,449.1202667,58,9.4,14.84,53.5,289.693452,48,0.266341143,1,3.2,9.64,37.5,0.567115399,26,34299.6545,13732.42279,48032.07728,4669.8,,5.487426557,4357.12,8937.92,12799.04
214,863,271,36.9973897,30.83661645,6.58829664,12.6565701,46.69235226,18.60382387,55.86408372,35.77752028,449.1202667,58,9.5,14.84,53.5,277.1565516,48,0.266341143,1,3.2,9.64,37.5,0.798322891,26,31928.74731,15139.16669,47067.914,4844,,5.612977984,4418.56,9097.12,13117.6
215,845,273,36.66073794,31.01893491,6.579053254,12.64771598,46.67633136,18.64011834,57.6827267,35.89704142,331.910441,59,9.5,14.84,53.5,449.1202667,48,0.266341143,1,3.2,9.64,38.5,1,27,30978.32356,15747.38439,46725.70795,4726.1,,5.593017751,4326.4,8894.88,12844
216,835,278,36.375107,31.13892216,6.567664671,12.66071856,46.66287425,19.1102994,57.05408461,35.99401198,328.8411152,59,9.6,14.84,53.5,448.1202667,48,0.266341143,1,3.4,9.64,38.5,0.065364573,27,30373.21435,15861.03552,46234.24987,4977.1,,5.960598802,4542.4,8774.4,12825.6
217,838,280,36.82568982,31.35918854,6.607159905,12.63465394,46.64081146,19.31252983,53.07929917,36.16706444,328.8411152,59,9.6,14.9,53.5,447.1202667,48,0.266341143,1,3.4,9.64,38.5,0.502913788,27,30859.92807,14862.20377,45722.13184,4917.8,,5.86849642,4558.72,8858.88,12871.68
218,812,310,39.05007955,31.38423645,6.663669951,12.63738916,46.61637931,19.57955665,49.1353814,36.32881773,462.8003749,59,9.6,14.9,53.5,304.0994563,48,0.266341143,1,3.4,9.64,38.5,2,27,31708.6646,15231.96823,46940.63283,4454.2,,5.48546798,4417.28,8657.44,12472.32
219,810,328,38.03743307,31.72839506,6.684691358,12.61044444,46.60185185,19.71765432,52.56511974,36.49012346,462.8003749,59,9.6,14.9,53,304.0579402,49,0.266341143,1,3.4,9.64,38.5,0.769714794,27,30810.32079,17241.35928,48051.68007,4276.8,,5.28,4406.4,8663.36,12441.6
220,799,336,36.88963031,31.69336671,6.726908636,12.59116395,46.61076345,19.37634543,54.71586392,36.71589487,462.8003749,59,9.6,14.9,53,303.0579402,49,0.384857397,1,3.4,9.64,38.5,0.406991589,27,29474.81462,18384.53028,47859.3449,4418.1,,5.529536921,4346.56,8599.68,12272.64
221,783,330,38.08474491,32.08556833,6.71302682,12.62240102,46.73627075,19.49961686,54.50534446,36.7458493,462.8003749,59,9.7,14.96,53,302.0579402,49,0.609389511,1,3.4,9.64,38.5,0.415414718,27,29820.35526,17986.76367,47807.11893,4437.1,,5.666794381,4259.52,8410.08,12152.16
222,785,367,37.05439799,32.15923567,6.684458599,12.64896815,46.81847134,18.64267516,55.04168748,36.83057325,314.5184089,59,9.7,14.96,53,462.8003749,49,0.304694756,1,3.4,9.64,38.5,0.539429588,28,29087.70242,20200.29931,49288.00173,4097.7,,5.22,4270.4,8395.68,12183.2
223,816,358,39.3004667,32.22181373,6.709068627,12.64551471,46.79963235,18.3625,51.68670657,36.98406863,355.7697585,58,9.7,14.96,53,461.8003749,49,0.688059611,1,3.3,9.64,38.5,0.242101325,28,32069.18082,18503.84095,50573.02178,3352,,4.107843137,3231.36,6569.52,9498.24
224,806,346,39.52569086,32.25930521,6.734491315,12.63866005,46.81451613,18.64925558,53.93093118,37.22580645,355.7697585,58,9.7,15.02,53,460.8003749,50,0.744900949,1,3.3,9.64,38.5,0.424252768,28,31857.70683,18660.10219,50517.80902,4923.8,,6.108933002,5319.6,10856,15636.4
225,806,373,40.03693816,31.98263027,6.721836228,12.59908189,46.74937965,18.45198511,53.13671463,37.46277916,469.5267877,58,9.7,15.02,53,261.5727275,50,0.744900949,1,3.3,9.64,38,0.421467061,28,32269.77216,19819.99456,52089.76671,4530.3,,5.620719603,4255.68,8668.48,12509.12
226,837,363,37.82395343,31.97968937,6.732377539,12.6116129,46.71445639,18.04432497,55.29471103,37.65232975,469.5267877,58,9.7,15.02,53,355.7697585,51,0.2802816,1,3.3,9.64,38,0.213543418,28,31658.64902,20071.98011,51730.62912,4463.1,,5.332258065,4419.36,9016,12990.24
227,863,351,38.83281242,31.70104287,6.766164542,12.60913094,46.72827346,18.29409038,54.99544466,37.88528389,469.5267877,57,9.7,15.02,53.5,304.8661385,51,0.2802816,1,3.3,9.58,38,0.247161682,28,33512.71712,19303.40107,52816.11819,4367.3,,5.060602549,4556.64,9342.72,13393.76
228,885,326,39.12745977,31.32542373,6.783050847,12.59774011,46.71638418,18.95841808,55.11317977,38.14576271,469.5267877,57,9.7,15.08,53.5,258.123088,51,0.2802816,1,3.3,9.58,38,0.147320733,28,34627.8019,17966.8966,52594.6985,5048.3,,5.704293785,4672.8,9604.8,13735.2
229,870,328,39.45855105,31.24597701,6.748390805,12.61425287,46.72298851,18.96298851,53.70165314,38.22873563,469.5267877,57,9.7,15.08,53.5,289.5642619,51,0.443114987,1,3.3,9.58,38,0.2802816,29,34328.93941,17614.14223,51943.08164,5395.2,,6.20137931,5742,11742.2,16878
230,873,354,39.35601514,31.30469645,6.718671249,12.61482245,46.71076747,19.11993127,53.76535466,38.30469645,423.5167223,57,9.7,15.08,53.5,469.5267877,51,0.443114987,1,3.3,9.58,38,0.63590803,30,34357.80122,19032.93555,53390.73677,5093.3,,5.834249714,4609.44,9384.64,13548.96
231,859,346,39.72513538,30.80675204,6.701746217,12.6190454,46.56402794,19.04540163,55.30652171,38.48311991,423.5167223,58,9.7,15.08,53.5,468.5267877,51,0.824570112,1,3.3,9.58,38,0.897529129,30,34123.89129,19136.05651,53259.94781,4627.5,,5.387077998,4535.52,9210.88,13331.68
232,899,340,39.4571606,30.82869855,6.6621802,12.57550612,46.60734149,19.33659622,55.54993037,38.59399333,423.5167223,58,9.8,15.08,53.5,467.5267877,52,0.773128646,1,3.3,9.58,38,0.649140225,30,35471.98738,18886.97633,54358.96371,4402.7,,4.897330367,3560.04,7187.16,10572.24
233,880,337,39.55880792,31.26818182,6.707954545,12.57431818,46.69886364,19.26125,56.25220785,38.775,581.8038249,58,9.8,15.08,53.5,423.5167223,52,0.8212588,1,3.3,9.58,38,0.2850352,30,34811.75097,18956.99405,53768.74501,4697.9,,5.338522727,4646.4,9444.8,13798.4
234,864,331,39.97405681,31.49305556,6.725115741,12.58840278,46.80555556,19.10231481,56.68635887,38.92592593,532.8557184,58,9.8,15.08,53.5,296.1035917,52,0.8212588,1,3.3,9.52,38,1.017335116,30,34537.58509,18763.18479,53300.76987,4980.4,,5.764351852,4561.92,9296.8,13547.52
235,871,352,39.51825607,31.42594719,6.722273249,12.58727899,46.79448909,18.53283582,55.39789941,39.10677382,306.6048802,58,9.9,15.08,53.5,532.8557184,53,0.8212588,1,3.3,9.52,37.5,1,30,34420.40104,19500.06059,53920.46163,4534.3,,5.205855339,4598.88,9368.16,13796.64
236,879,307,41.78256556,31.25711035,6.709215017,12.58091013,46.80659841,18.72593857,56.27920703,39.28782708,321.5791025,58,9.9,15.08,53.5,531.8557184,53,0.508667558,1,3.3,9.52,37.5,1.215194687,30,36726.87513,17277.71656,54004.59169,4603.5,,5.237201365,4641.12,9435.84,13923.36
237,885,313,40.83794193,31.07118644,6.785423729,12.58682486,46.83615819,18.17559322,55.02350299,39.6180791,540.0428062,58,9.9,15.08,53.5,251.0951802,53,0.508667558,1,3.3,9.52,37.5,0.215194687,30,36141.57861,17222.35643,53363.93504,4921.2,,5.560677966,4672.8,9608.16,14018.4
238,909,305,40.84515965,30.56765677,6.816831683,12.59841584,46.82948295,18.49779978,57.24172293,39.89878988,321.5791025,58,9.9,15.08,53.5,306.6048802,53,0.545750145,1,3.3,9.52,37.5,1.278481647,30,37128.25012,17458.72549,54586.97562,4362.5,,4.799229923,3599.64,7435.8,10798.92
239,911,286,40.23037002,30.23929748,6.867947311,12.58972558,46.75027442,19.01383095,60.51351245,40.19538968,392.1012794,58,9.9,15.08,53.5,329.9648816,54,0.545750145,1,3.3,9.52,37.5,0.278481647,30,36649.86709,17306.86456,53956.73165,5163,,5.667398463,4810.08,10010.72,14430.24
240,906,296,39.31119773,30.21633554,6.873509934,12.58562914,46.74834437,19.73366446,60.35047439,40.40507726,392.1012794,58,9.9,15.08,53.5,328.9648816,54,0.545750145,1,3.3,9.52,37.5,0.02017575,30,35615.94514,17863.74042,53479.68557,5650.2,,6.236423841,5979.6,12454.8,17938.8
241,901,317,39.32229814,30.78246393,6.865260821,12.56,46.81243063,20.61309656,61.4132419,40.44062153,392.1012794,58,9.9,15.14,54,329.3409562,54,0.545750145,1,3.3,9.52,37.5,0.292627773,30,35429.39062,19467.99768,54897.3883,5339.9,,5.92663707,4757.28,9896.96,14271.84
242,858,325,42.15773346,30.82284382,6.821678322,12.54694639,46.83508159,20.64965035,57.00277743,40.52913753,352.257361,58,9.7,15.14,54,392.1012794,53,0.300428343,1,3.3,9.52,37.5,0.584689963,30,36171.3353,18525.90266,54697.23797,5531,,6.446386946,5662.8,11706,16645.2
243,857,348,41.7842654,30.6907818,6.852042007,12.53715286,46.85530922,19.91621937,55.82344762,40.78296383,425.02625,58,9.7,15.14,54,335.3966294,53,0.568282162,1,3.3,9.52,37.5,0.11342573,30,35809.11545,19426.55977,55235.67522,4842,,5.649941657,4524.96,9395.52,13300.64
244,878,364,40.16013538,31.04669704,6.829954442,12.56653759,46.88211845,18.91924829,57.51236123,40.82460137,425.02625,58,9.8,15.14,54,334.3966294,53,0.568282162,1,3.3,9.52,37.5,0.612461453,30,35260.59886,20934.49949,56195.09835,4137.4,,4.712300683,3476.88,7196.04,10325.28
245,898,328,40.62138237,30.75723831,6.884075724,12.58113586,46.8830735,18.27060134,58.94827779,41.11915367,378.8555259,58,9.8,15.14,54,425.02625,54,0.568282162,1,3.3,9.7,37.5,0.284141081,30,36478.00137,19335.03511,55813.03649,4144.7,,4.615478842,3556.08,7418.28,10560.48
246,912,294,40.72262133,30.78618421,6.85997807,12.60451754,46.92214912,18.43267544,61.69785276,41.1875,461.0288662,59,9.8,15.14,54,286.7281241,55,0.568282162,1,3.3,9.7,37.5,0.568282162,31,37139.03065,18139.16871,55278.19937,4938.5,,5.41502193,4815.36,10010.08,14300.16
247,918,293,40.36632056,31.28104575,6.855119826,12.60540305,47.01633987,19.35217865,59.52664426,41.27015251,461.0288662,59,9.8,15.14,54.5,327.331206,55,0.533313466,1,3.3,9.64,37,1,31,37056.28228,17441.30677,54497.58905,5777.8,,6.293899782,6058.8,12586,17992.8
248,896,322,41.83671357,31.51004464,6.85703125,12.60397321,47.02120536,19.54095982,55.26385192,41.37276786,461.0288662,59,9.7,15.2,54.5,326.331206,55,0.533313466,1,3.3,9.64,37,0.659898751,31,37485.69536,17794.96032,55280.65568,5431.5,,6.061941964,5913.6,12287.8,17382.4
249,891,344,41.09475379,31.42536476,6.908193042,12.59564534,47.03142536,19.47631874,57.10675299,41.67676768,360.5271349,59,9.7,15.26,54.5,461.0288662,55,0.533313466,1,3.3,9.64,37,0.495818519,31,36615.42563,19644.72303,56260.14865,5079,,5.7003367,4704.48,9848.32,13828.32
250,890,357,40.97987159,31.05617978,6.951685393,12.58377528,47.00617978,19.08089888,58.93510266,42.0011236,483.7022004,58,9.7,15.26,54.5,328.4167924,55,0.533313466,1,3.3,9.58,37,0.463564194,31,36472.08572,21039.83165,57511.91737,4675.9,,5.253820225,4699.2,9899.2,13812.8
251,896,357,42.91779083,31.06473214,6.967857143,12.63892857,47.13448661,19.1671875,57.66089025,42.13727679,483.7022004,58,9.7,15.26,54.5,327.4167924,55,0.533313466,1,3.3,9.52,37,0.559353907,31,38454.34059,20584.93782,59039.27841,4689.8,,5.234151786,4730.88,9989.12,13905.92
252,909,322,42.03471521,30.9009901,7.004730473,12.64187019,47.13366337,19.04510451,62.31375579,42.40814081,483.7022004,58,9.8,15.26,54.5,360.5271349,56,0.279676953,1,3.3,9.52,37,0.311439999,32,38209.55613,20065.02936,58274.58549,4897.6,,5.38789879,4799.52,10187.68,14253.12
253,915,330,41.32491059,30.81748634,7.034863388,12.66131148,47.14644809,18.89846995,58.97775299,42.65136612,425.3071547,58,9.8,15.26,54.5,359.5271349,56,0.279676953,1,3.3,9.52,37,0.066626932,32,37812.29319,19462.65849,57274.95168,5136.2,,5.613333333,4831.2,10299.04,14347.2
254,908,327,39.91155319,31.15859031,6.995814978,12.62711454,47.17511013,18.85099119,62.43371935,42.7246696,365.1014999,58,9.8,15.26,54.5,425.3071547,56,0.471016279,1,3.3,9.52,36.5,0.279676953,32,36239.69029,20415.82623,56655.51652,5521.9,,6.081387665,5992.8,12704.4,17796.8
255,915,378,38.0929943,31.1726776,6.946120219,12.66087432,47.2273224,18.3673224,58.60749403,42.75191257,444.1133221,58,9.8,15.26,54.5,365.1014999,56,0.558509948,1,3.3,9.52,36.5,0.965842364,32,34855.08979,22153.63274,57008.72253,5339.4,,5.835409836,4831.2,10169.12,14347.2
256,901,348,40.66849845,30.67147614,6.96082131,12.65025527,47.23751387,18.35371809,57.6941545,43.02219756,457.8778353,58,9.9,15.26,54.5,364.1014999,57,0.558509948,1,3.4,9.52,36.5,0.056795775,34,36642.31711,20077.56576,56719.88287,4853.4,,5.386681465,4901.44,10034.72,14271.84
257,946,336,41.37285887,30.52114165,6.966384778,12.66651163,47.21247357,18.36109937,56.04559351,43.22515856,409.7416416,59,9.9,15.26,54.5,363.1014999,57,0.558509948,1,3.4,9.58,36.5,0.466087238,34,39138.72449,18831.31942,57970.04391,4506.3,,4.763530655,3859.68,7908.24,11238.48
258,941,314,42.44533152,31.04569607,6.932199787,12.68378321,47.31987248,19.07630181,55.68281956,43.19553666,409.7416416,59,9.9,15.32,54.5,362.1014999,57,0.558509948,1,3.4,9.58,37,0.640616586,34,39941.05696,17484.40534,57425.46231,5492.1,,5.836450584,5119.04,10437.12,14905.44
259,929,343,41.49095809,31.82131324,6.890527449,12.70684607,47.46986006,19.28310011,51.8081832,43.11410118,409.7416416,59,9.9,15.32,54.5,361.1014999,57,0.558509948,1,3.4,9.58,37.5,0.663367555,34,38545.10007,17770.20684,56315.30691,6297.4,,6.77868676,6317.2,12802.6,18394.2
260,937,336,42.42456386,31.91248666,6.876520811,12.72843116,47.5357524,20.28516542,52.95083548,43.17716115,409.7416416,59,9.8,15.32,54.5,456.1052349,57,0.558877035,1,3.4,9.58,37.5,0.117019896,34,39751.81633,17791.48072,57543.29705,4980.6,,5.31547492,5097.28,10309.28,14692.16
261,913,314,42.98197605,32.00766703,6.934720701,12.69445783,47.55750274,20.5905805,56.36752336,43.42935378,466.542704,60,9.9,15.32,54.5,371.471313,58,0.795969259,1,3.4,9.52,37.5,0.155693175,34,39242.54413,17699.40234,56941.94647,5567.9,,6.098466594,6208.4,12662.8,18077.4
262,917,346,40.09201654,31.36641221,7.012540894,12.72883315,47.53053435,19.39476554,61.03162351,43.81134133,409.7416416,60,9.9,15.32,54.5,405.0597546,58,0.795969259,1,3.4,9.52,38,0.23550814,34,36764.37916,21116.94173,57881.3209,4668.6,,5.091166848,4988.48,10288.8,14525.28
263,926,328,43.46441884,31.06803456,7.066414687,12.71060475,47.55237581,19.63488121,57.78170887,44.10367171,418.818547,60,9.9,15.32,54.5,295.9003234,58,0.614700968,1,3.4,9.52,37.5,0.520389255,35,40248.05184,18952.40051,59200.45235,4546.6,,4.909935205,3778.08,7852.2,11000.88
264,903,337,42.1799763,30.83942414,7.119712071,12.70367663,47.54872647,19.65459579,60.40962815,44.40753045,419.4649035,60,9.9,15.32,54.5,409.7416416,58,0.614700968,1,3.4,9.46,37.5,0.281233172,35,38088.5186,20358.04469,58446.56328,5817.3,,6.442192691,6140.4,12858.2,17879.4
265,895,362,41.71734061,30.81340782,7.152067039,12.716,47.6,19.84078212,60.67994062,44.62793296,377.7454111,60,9.9,15.32,54.5,408.7416416,58,0.940765676,1,3.4,9.46,37.5,0.614700968,35,37337.01985,21966.1385,59303.15835,5665,,6.329608939,6086,12802.2,17721
266,900,398,39.11201853,30.64555556,7.158555556,12.70673333,47.68833333,19.30911111,62.85920247,44.83,417.7908911,61,9.9,15.38,54.5,377.7454111,58,0.431915328,1,3.4,9.46,37.5,0.775815552,35,35200.81668,25017.96258,60218.77926,5212.1,,5.791222222,4896,10308.32,14256
267,906,411,40.61761852,30.7196468,7.150772627,12.67220751,47.66004415,18.90750552,61.16812527,44.94591611,417.7908911,61,9.9,15.38,54.5,346.3568189,58,0.431915328,1,3.4,9.46,37.5,0.55312603,35,36799.56238,25140.09948,61939.66187,4795.5,,5.293046358,4928.64,10365.76,14351.04
268,869,375,44.85974812,31.08860759,7.130034522,12.72023015,47.86881473,18.84925201,61.62365076,44.93095512,417.7908911,61,9.9,15.38,54.5,401.874505,59,0.431915328,1,3.4,9.4,37.5,0.480776134,35,38983.12112,23108.86903,62091.99015,5029.6,,5.787802071,4727.36,9913.6,13764.96
269,915,379,41.99999919,32.07540984,7.063387978,12.7002623,47.99398907,18.28032787,64.51148458,44.8010929,409.0846496,61,9.9,15.38,54.5,417.7908911,59,0.454121473,1,3.4,9.4,37.5,0.458803873,35,38429.99926,24449.85265,62879.85191,4600.6,,5.027978142,4977.6,10340.8,14493.6
270,940,372,44.17987365,32.19042553,7.031914894,12.68323404,48.06702128,18.00574468,60.52285783,44.90106383,561.0965407,60,9.9,15.44,54.5,399.874505,59,0.642677164,1,3.4,9.4,37.5,0.50085779,35,41529.08123,22514.50311,64043.58434,4710.7,,5.011382979,5113.6,10576,14889.6
271,949,325,46.75186964,31.77976818,7.072181243,12.67186512,48.04056902,18.72286617,59.79417804,45.18440464,554.7032155,60,9.9,15.44,54.5,346.4003956,59,0.50085779,1,3.4,9.4,37.5,0.854816425,35,44367.52429,19433.10786,63800.63216,5237,,5.518440464,5162.56,10738.4,15032.16
272,963,330,43.40201068,31.21910696,7.105503634,12.66182762,47.94080997,19.4443406,63.5126686,45.49428868,436.575563,60,9.9,15.44,55,554.7032155,59,0.250428895,1,3.4,9.4,37.5,1,35,41796.13628,20959.18064,62755.31692,6113.7,,6.348598131,6548.4,13685.2,19067.4
273,940,378,43.68634402,30.81382979,7.103297872,12.63031915,47.81329787,19.79978723,59.53050685,45.73617021,561.592954,60,9.9,15.44,55,408.0846496,59,0.250428895,1,3.4,9.4,37.5,1,35,41065.16338,22502.53159,63567.69497,6333.1,,6.737340426,6392,13354.2,18612
274,928,361,45.83697816,30.84806034,7.115840517,12.62961207,47.81788793,20.3049569,62.5313056,45.87823276,561.592954,60,9.9,15.44,55,436.575563,60,0.250428895,1,3.4,9.4,37.5,1,36,42536.71573,22573.80132,65110.51705,5395.5,,5.814116379,5048.32,10565.6,14699.52
275,906,363,47.59698301,30.87637969,7.130794702,12.61726269,47.80905077,20.32218543,59.50302143,46.06401766,561.592954,59,9.9,15.44,55,348.6090066,60,0.250428895,1,3.4,9.4,37.5,0.880308359,36,43122.86661,21599.59678,64722.46339,6128.8,,6.764679912,6160.8,12921,17938.8
276,916,363,47.14127044,31.08624454,7.126637555,12.62417031,47.85262009,20.49257642,62.16632228,46.16375546,483.5461305,59,9.9,15.5,55,561.592954,60,0.39050629,1,3.4,9.4,37.5,0.716389002,36,43181.40372,22566.37499,65747.77871,5179.3,,5.654257642,4983.04,10444.8,14509.44
277,904,351,45.39757011,31.43584071,7.117588496,12.63542035,47.94911504,20.05619469,69.07542062,46.21460177,402.6321339,59,9.9,15.5,55,560.592954,61,0.628317998,1,3.4,9.4,37.5,0.001715579,36,41039.40338,24245.47264,65284.87602,5538.7,,6.126880531,6147.2,12868.6,17899.2
278,920,358,45.58145809,31.52608696,7.195869565,12.61095652,48.03315217,19.285,67.81354135,46.55978261,482.7289931,59,9.9,15.5,55,559.592954,61,0.734349602,1,3.4,9.4,37.5,0.628317998,36,41934.94144,24277.2478,66212.18924,4603.3,,5.003586957,5004.8,10592.32,14572.8
279,934,360,45.49456644,31.25053533,7.230620985,12.59486081,48.09047109,18.77312634,68.65958147,46.82869379,482.7289931,58,9.9,15.5,55,558.592954,61,0.618326779,1,3.4,9.34,37.5,0.267252713,36,42491.92505,24717.44933,67209.37438,4840.4,,5.182441113,5080.96,10805.44,14794.56
280,944,336,46.02481951,31.49682203,7.208474576,12.64364407,48.20286017,19.19184322,68.54520375,46.81355932,497.6772346,58,9.9,15.5,55,557.592954,61,0.618326779,1,3.4,9.34,37.5,0.636499148,36,43447.42962,23031.18846,66478.61808,5407.9,,5.728707627,5135.36,10887.68,14952.96
281,930,317,48.77148516,31.83763441,7.168709677,12.65367742,48.29623656,20.21516129,64.66658932,46.79677419,566.3480933,58,9.9,15.5,55,441.5699815,61,0.618326779,1,3.4,9.34,38.5,0.760616718,37,45357.4812,20499.30881,65856.79001,6222.7,,6.691075269,6324,13333.8,18414
282,935,353,44.00823737,32.01818182,7.213262032,12.60684492,48.41497326,19.76727273,72.52925277,47.07593583,566.3480933,58,9.9,15.5,55.5,450.1237164,61,0.618326779,1,3.4,9.28,38.5,0.908180082,37,41147.70194,25602.82623,66750.52817,5594.7,,5.983636364,5086.4,10791.04,14810.4
283,950,343,45.82793842,31.62736842,7.231789474,12.62692632,48.44631579,19.52168421,70.99672749,47.28526316,566.3480933,58,9.9,15.5,55.5,449.1237164,61,0.949252005,1,3.4,9.28,38.5,0.486718586,37,43536.5415,24351.87753,67888.41903,4748.9,,4.998842105,3876,8244.24,11286
284,955,320,46.23402867,31.47329843,7.26617801,12.61539267,48.49633508,19.07298429,71.90067066,47.56858639,566.3480933,58,9.9,15.5,55.5,448.1237164,62,0.453819671,1,3.4,9.28,38.5,0.144986273,37,44153.49738,23008.21461,67161.71199,5129.7,,5.371413613,5195.2,11102.72,15127.2
285,958,295,47.08526993,31.22338205,7.314196242,12.60897704,48.56002088,19.34311065,71.59989421,47.8256785,566.3480933,58,9.9,15.5,55.5,447.1237164,62,0.453819671,1,3.4,9.28,38,1,37,45107.68859,21121.96879,66229.65738,5614.2,,5.860334029,5211.52,11211.2,15174.72
286,970,308,46.87835254,30.98556701,7.341443299,12.64857732,48.57628866,19.24917526,64.54845652,48.08762887,870.4393522,59,9.9,15.56,55.5,386.1787421,62,0.381268862,1,3.4,9.28,38,0.770626629,37,45472.00196,19880.92461,65352.92657,5703.6,,5.88,5276.8,11393.92,15364.8
287,966,305,43.76094567,30.55590062,7.329296066,12.71072464,48.56521739,19.74161491,72.7475579,48.25776398,465.026374,59,9.9,15.56,55.5,870.4393522,63,0.381268862,1,3.4,9.34,38,0.606616985,37,42273.07351,22188.00516,64461.07867,5744.3,,5.946480331,5255.04,11328.16,15301.44
288,932,332,42.21657484,30.27038627,7.315772532,12.72811159,48.59012876,20.39012876,73.90476441,48.42274678,465.026374,58,9.9,15.56,55.5,869.4393522,63,0.381268862,1,3.4,9.34,37.5,0.056101045,37,39345.84776,24536.38178,63882.22954,6462.2,,6.933690987,6337.6,13636.6,18453.6
289,900,376,46.06280178,30.16555556,7.341333333,12.67137778,48.615,21.10733333,64.23134261,48.70333333,910.1674845,58,9.9,15.56,55.5,564.3480933,64,0.381268862,1,3.3,9.4,37.5,0.144019057,37,41456.5216,24150.98482,65607.50642,6153.2,,6.836888889,5940,13214.4,17820
290,898,361,48.30865828,30.29955457,7.336971047,12.67443207,48.66146993,22.10668151,65.46791835,48.83184855,570.5580098,59,9.9,15.56,55.5,910.1674845,64,0.381268862,1,3.3,9.4,37.5,0.764749613,37,43381.17513,23633.91852,67015.09366,5595.4,,6.230957684,5926.8,13177.2,17780.4
291,885,407,48.06913229,30.6440678,7.348587571,12.63430508,48.78700565,21.17672316,62.05248779,49.00112994,602.108922,59,9.9,15.56,55.5,909.1674845,64,0.381268862,1,3.3,9.34,37.5,0.104127248,37,42541.18207,25255.36253,67796.5446,5750.7,,6.497966102,5841,13007,17523
292,876,406,49.21703158,31.32534247,7.318607306,12.63531963,48.97488584,21.01495434,64.34658374,48.99429224,602.108922,59,9.9,15.56,55.5,908.1674845,63,0.381268862,1,3.3,9.34,37.5,0.434756602,38,43114.11966,26124.713,69238.83266,5071.2,,5.789041096,4625.28,10257.76,13875.84
293,862,387,49.02357785,30.95359629,7.335150812,12.63350348,48.93387471,20.12703016,68.58497463,49.30510441,975.4752844,59,10,15.56,55.5,568.5580098,64,0.381268862,1,3.3,9.34,38.5,0.255213956,38,42258.3241,26542.38518,68800.70929,5254.3,,6.095475638,5689.2,12645.8,17240
294,884,404,47.73824864,30.39027149,7.388348416,12.615181,48.91233032,19.51447964,68.72832015,49.71832579,975.4752844,59,10,15.56,55.5,602.108922,64,0.381268862,1,3.3,9.34,38.5,0.263515788,38,42200.61179,27766.24134,69966.85313,5234.5,,5.92138009,4667.52,10450.08,14144
295,892,369,51.12104745,30.46524664,7.390246637,12.60298206,48.9293722,19.44069507,65.09851404,49.92376682,975.4752844,59,10,15.56,56,566.5580098,64,0.381268862,1,3.3,9.34,38.5,0.146201028,38,45599.97432,24021.35168,69621.326,5116.6,,5.736098655,4709.76,10547.36,14272
296,908,351,49.84517291,30.63436123,7.38876652,12.55339207,48.91079295,19.17852423,66.62143885,50.13546256,1140.487961,59,10,15.56,56,467.3239685,65,1.007741112,1,3.3,9.34,38.5,0.381268862,38,45259.41701,23384.12504,68643.54204,5215.2,,5.743612335,4794.24,10734.4,14528
