Turn,#animals,#food,avgAE,avgET,avgH,avgV,avgML,avgL,avgFE,avgGen,maxAE,maxET,maxH,maxV,maxML,maxFE,maxGen,minAE,minET,minH,minV,minML,minFE,minGen,totalAE,totalFE,totalE,totalCombat
0,100,1100,12.165,48.66,5.07,12.02,25.83,0.0,50.67727272727273,0.0,24.75,99.0,9.0,14.0,49.0,99.0,0,0.5,2.0,1.0,10.0,2.0,1.0,0,1216.5,55745.0,56961.5,0.0
1,100,1335,51.125,48.66,5.07,12.02,25.83,1.99,50.38501872659176,0.0,118.0,99.0,9.0,14.0,49.0,99.0,0,1.25,2.0,1.0,10.0,2.0,1.0,0,5112.5,67264.0,72376.5,99.0
2,109,1317,61.63646788990825,47.65137614678899,5.319266055045871,11.990825688073395,27.665137614678898,3.0458715596330275,49.73880030372058,0.1743119266055046,199.5,99.0,9.1,14.06,49.5,146.75,1,0.625,1.0,0.9,10.0,3.0,1.0,0,6718.375,65506.0,72224.375,177.0
3,132,1308,59.21212121212121,48.21212121212121,5.401515151515151,12.00090909090909,27.859848484848484,3.2196969696969697,49.38073394495413,0.36363636363636365,240.25,99.0,9.1,14.06,49.5,145.75,1,0.625,1.0,0.9,9.94,3.0,1.0,0,7816.0,64590.0,72406.0,113.0
4,159,1298,62.1434748427673,46.63522012578616,5.5207547169811315,12.03522012578616,28.49685534591195,3.347798742138365,48.8698719183359,0.5723270440251572,199.5,99.0,9.2,14.120000000000001,49.5,144.75,2,0.625,1.0,0.9,9.94,3.0,0.5,0,9880.8125,63433.09375,73313.90625,180.3
5,183,1274,66.59793374316939,46.82513661202186,5.439890710382514,12.090710382513658,28.065573770491802,3.6519125683060105,48.862858124018835,0.73224043715847,206.125,99.0,9.2,14.120000000000001,49.5,155.0,2,0.625,1.0,0.9,9.879999999999999,3.5,1.0,0,12187.421875,62251.28125,74438.703125,234.2
6,225,1255,62.46838541666666,45.57333333333333,5.6320000000000014,12.076711111111106,27.851111111111113,4.655555555555556,48.8269297808765,0.9066666666666666,199.75,99.0,9.2,14.120000000000001,49.5,154.0,3,0.625,1.0,0.9,9.879999999999999,4.0,1.0,0,14055.38671875,61277.796875,75333.18359375,281.2
7,254,1205,66.13353531003936,44.37007874015748,5.605118110236222,12.056614173228343,27.99015748031496,5.669685039370078,48.52533713692946,1.047244094488189,289.75,99.0,9.2,14.120000000000001,49.5,153.0,3,0.625,1.0,0.8,9.819999999999999,3.5,0.5,0,16797.91796875,58473.03125,75270.94921875,535.2
8,297,1124,63.385318023989896,41.82828282828283,5.803367003367003,12.030909090909082,27.838383838383837,5.470370370370372,48.28739435053381,1.2861952861952861,204.015625,98.0,9.299999999999999,14.180000000000001,49.5,178.25,4,0.625,1.0,0.8,9.819999999999999,3.5,0.5,0,18825.439453125,54275.03125,73100.470703125,519.0000000000001
9,336,1080,61.582815987723215,40.375,5.866666666666665,12.020654761904757,28.233630952380953,5.797023809523811,48.54295428240741,1.4702380952380953,262.25,98.0,9.299999999999999,14.180000000000001,50.0,197.8125,4,1.78125,1.0,0.7000000000000001,9.759999999999998,3.5,1.0,0,20691.826171875,52426.390625,73118.216796875,667.8
10,374,1054,57.98956984249666,40.18449197860963,5.768181818181814,12.051176470588226,28.86764705882353,6.246791443850269,48.93446654115275,1.6229946524064172,264.6875,98.0,9.299999999999999,14.240000000000002,50.0,196.8125,4,2.9765625,1.0,0.7000000000000001,9.759999999999998,3.5,0.25,0,21688.09912109375,51576.927734375,73265.02685546875,994.1
11,405,914,61.542921730324075,39.72592592592593,5.646666666666664,12.091851851851844,29.55679012345679,7.078765432098767,49.87440594228665,1.7555555555555555,204.8046875,98.0,9.299999999999999,14.240000000000002,50.0,195.8125,4,2.9765625,1.0,0.7000000000000001,9.759999999999998,3.5,1.0,0,24924.88330078125,45585.20703125,70510.09033203125,1104.0
12,468,844,52.25239549946581,40.083333333333336,5.552350427350423,12.121666666666654,29.957264957264957,7.291880341880346,50.36149300670172,1.9465811965811965,188.1796875,98.0,9.299999999999999,14.240000000000002,50.0,194.8125,5,2.9765625,1.0,0.7000000000000001,9.759999999999998,3.5,1.0,0,24454.12109375,42505.10009765625,66959.22119140625,1392.1
13,502,732,53.29744279717069,39.21713147410359,5.5141434262948135,12.130677290836655,30.070717131474105,7.978685258964141,51.493314816000684,2.1075697211155378,190.474609375,98.0,9.299999999999999,14.240000000000002,50.0,193.8125,5,1.71630859375,1.0,0.7000000000000001,9.759999999999998,3.5,1.0,0,26755.316284179688,37693.1064453125,64448.42272949219,1457.1000000000001
14,556,654,49.20990539111679,38.931654676258994,5.498201438848913,12.094136690647463,30.325539568345324,8.59964028776979,52.33026253703173,2.323741007194245,199.03125,97.0,9.299999999999999,14.240000000000002,50.0,192.8125,5,1.71630859375,1.0,0.7000000000000001,9.759999999999998,3.5,1.0,0,27360.707397460938,34223.99169921875,61584.69909667969,1854.8999999999999
15,595,570,48.33020419593619,38.3546218487395,5.502016806722685,12.110756302521013,30.863025210084032,8.801344537815133,52.885968767132674,2.4941176470588236,190.474609375,98.0,9.299999999999999,14.240000000000002,50.0,191.8125,6,1.100372314453125,1.0,0.7000000000000001,9.819999999999999,3.5,1.0,0,28756.47149658203,30145.002197265625,58901.473693847656,1790.9
