Turn,#animals,#food,avgAE,avgET,avgH,avgV,avgML,avgL,avgFE,avgGen,maxAE,maxET,maxH,maxV,maxML,maxFE,maxGen,minAE,minET,minH,minV,minML,minFE,minGen,totalAE,totalFE,totalE,totalCombat
0,100,600,13.2925,53.17,4.99,12.09,22.58,0.0,49.818333333333335,0.0,24.5,98.0,9.0,14.0,49.0,99.0,0,0.25,1.0,1.0,10.0,1.0,1.0,0,1329.25,29891.0,31220.25,0.0
1,93,1134,50.62903225806452,53.526881720430104,5.086021505376344,12.064516129032258,24.172043010752688,1.935483870967742,50.101190476190474,0.0,117.0,98.0,9.0,14.0,49.0,99.0,0,0.75,1.0,1.0,10.0,2.0,1.0,0,4708.5,56814.75,61523.25,101.0
2,109,1122,52.711009174311926,51.678899082568805,4.926605504587156,12.116513761467893,24.541284403669724,3.3944954128440368,49.57286096256684,0.2018348623853211,190.75,98.0,9.0,14.0,49.0,98.0,1,0.75,1.0,0.9,10.0,2.5,1.0,0,5745.5,55620.75,61366.25,176.0
3,134,1107,53.95172574626866,51.6044776119403,5.057462686567165,11.993731343283589,25.39179104477612,3.6044776119402986,49.01343721770551,0.3880597014925373,156.25,98.0,9.1,14.06,49.0,97.0,2,0.75,1.0,0.9,9.94,3.0,1.0,0,7229.53125,54257.875,61487.40625,164.0
4,161,1094,54.65702639751553,47.53416149068323,4.995031055900621,12.03093167701864,25.714285714285715,3.906832298136646,48.79633226691042,0.6024844720496895,174.25,98.0,9.1,14.06,49.0,156.25,2,0.75,1.0,0.8,9.94,3.0,1.0,0,8799.78125,53383.1875,62182.96875,191.1
5,194,1081,54.54993556701031,45.56185567010309,4.983505154639176,11.911030927835055,26.337628865979383,3.365979381443299,48.806660499537465,0.845360824742268,177.0,99.0,9.1,14.06,49.5,155.25,3,0.75,1.0,0.8,9.94,2.5,1.0,0,10582.6875,52760.0,63342.6875,213.1
6,235,1050,55.56507646276596,44.94042553191489,5.026382978723402,11.975829787234048,26.363829787234042,3.803404255319148,49.03223214285714,1.0382978723404255,196.0,99.0,9.1,14.06,49.5,154.25,4,0.75,1.0,0.7000000000000001,9.94,2.5,0.75,0,13057.79296875,51483.84375,64541.63671875,278.9
7,289,1027,54.26434093858131,44.67128027681661,5.059169550173009,11.955086505190316,26.842560553633216,4.155709342560554,48.56330635345667,1.245674740484429,191.125,99.0,9.1,14.06,50.0,153.25,4,2.1796875,1.0,0.7000000000000001,9.879999999999999,2.0,0.75,0,15682.39453125,49874.515625,65556.91015625,389.3
8,330,980,58.97289299242424,45.08181818181818,4.954848484848487,11.967575757575764,26.8,4.7784848484848474,48.151147959183675,1.3818181818181818,232.5,100.0,9.1,14.06,50.0,152.25,4,1.6796875,1.0,0.6000000000000001,9.879999999999999,2.0,1.0,0,19461.0546875,47188.125,66649.1796875,588.4
9,384,937,56.922210693359375,44.802083333333336,5.037239583333331,11.965260416666668,26.657552083333332,5.1726562499999975,48.37261122598719,1.5859375,293.5,100.0,9.1,14.06,50.0,161.59375,4,2.1796875,1.0,0.6000000000000001,9.879999999999999,2.5,0.5625,0,21858.12890625,45325.13671875,67183.265625,814.7
10,415,859,54.91748693994729,43.94457831325301,5.032289156626504,11.933638554216888,27.253012048192772,5.594457831325304,48.683852954016295,1.7566265060240964,230.9296875,100.0,9.1,14.06,50.0,160.59375,4,0.544921875,1.0,0.6000000000000001,9.819999999999999,2.5,1.0,0,22790.757080078125,41819.4296875,64610.186767578125,1042.8
11,469,772,51.67744234325026,44.16417910447761,5.111940298507463,11.939061833688699,28.10767590618337,6.524733475479746,48.80084449886658,1.8997867803837953,190.60546875,100.0,9.1,14.120000000000001,50.0,159.59375,4,0.544921875,1.0,0.6000000000000001,9.819999999999999,3.5,0.359375,0,24236.720458984375,37674.251953125,61910.972412109375,1186.6000000000001
12,508,659,51.79061625322958,44.15157480314961,5.015354330708662,11.926692913385827,28.200787401574804,7.268503937007877,50.27412509484067,2.104330708661417,260.546875,100.0,9.1,14.120000000000001,50.0,158.59375,4,0.544921875,1.0,0.6000000000000001,9.819999999999999,5.0,1.0,0,26309.633056640625,33130.6484375,59440.281494140625,1453.3
13,555,572,50.21306482263513,42.87747747747748,5.0758558558558535,11.897117117117128,28.774774774774773,8.391711711711714,50.95370205965909,2.282882882882883,184.6171875,100.0,9.1,14.120000000000001,50.0,190.60546875,5,0.544921875,1.0,0.6000000000000001,9.819999999999999,5.0,1.0,0,27868.2509765625,29145.517578125,57013.7685546875,1747.3
14,590,517,45.94801837468551,42.630508474576274,5.0311864406779625,11.869796610169494,28.508474576271187,8.49389830508475,53.32280962886847,2.5016949152542374,184.6171875,100.0,9.1,14.120000000000001,50.0,189.60546875,5,0.544921875,1.0,0.6000000000000001,9.819999999999999,5.0,0.4140625,0,27109.330841064453,27567.892578125,54677.22341918945,1880.6
15,582,459,47.76017420398411,41.64776632302406,5.007731958762882,11.937079037800693,28.8926116838488,9.623883161512026,54.86752552040782,2.6580756013745703,206.0478515625,100.0,9.2,14.120000000000001,50.0,188.60546875,5,0.544921875,1.0,0.6000000000000001,9.819999999999999,5.0,1.0,0,27796.42138671875,25184.194213867188,52980.61560058594,2313.5
16,565,436,47.692549281837664,42.07079646017699,5.077522123893802,11.982088495575207,29.30265486725664,11.15504424778761,55.39324405215202,2.8212389380530976,194.259765625,99.0,9.2,14.120000000000001,49.5,183.6171875,5,2.945556640625,1.0,0.6000000000000001,9.879999999999999,4.5,0.502197265625,0,26946.29034423828,24151.45440673828,51097.74475097656,2632.7
