Turn,#animals,#food,avgAE,avgET,avgH,avgV,avgL,avgFE,avgGen,maxAE,maxET,maxH,maxV,maxL,maxFE,maxGen,minAE,minET,minH,minV,minL,minFE,minGen,totalAE,totalFE,totalE,totalCombat,,low bound,mid bound,high bound,avgCombat,food_change 
77,178,24,1.6309281029226457,2.5365168539325844,4.928089887640452,74.10955056179775,42.146067415730336,1.6598015779364725,10.904494382022472,11.378980653069448,12,8.8,135,51.5,9.878105412062723,15,0.13858011513252677,0.5,1.9,33,31,0.011585623913560994,7,290.30520232023093,39.83523787047534,330.1404401907063,350.49999999999994,,0,0,0,1.969101124,-3
78,174,18,1.4958030776585334,2.543103448275862,4.9494252873563225,73.57758620689656,42.28448275862069,2.2708215766600484,10.948275862068966,17.31078262961819,12,8.8,135,51.5,7.659819327876903,15,0.13858011513252677,0.5,1.9,33,31,0.31797283287596656,8,260.2697355125848,40.87478837988087,301.1445238924657,342.9,,0,0,0,1.970689655,-6
79,168,15,1.4640477810469885,2.669642857142857,5.035119047619046,74.25892857142857,42.48511904761905,2.0255167970823815,10.952380952380953,8.655391314809094,12,8.8,135,51.5,8.655965795249358,15,0.13858011513252677,0.5,1.9,33,31,0.2648188615945344,8,245.96002721589406,30.382751956235722,276.3427791721298,240.99999999999997,,0,0,0,1.43452381,-3
80,164,11,1.393358465,2.6310975609756095,5.0634146341463415,74.64939024390245,42.60670731707317,2.9238650921828238,10.975609756097562,8.655391314809094,12,8.8,135,51.5,7.655965795249358,15,0.13858011513252677,0.5,1.9,33,31,0.5259783727095737,8,228.5107881817884,32.16251601401106,260.67330419579946,220.7,,0,0,0,1.345731707,-4
81,153,18,1.3820907345262852,2.6601307189542482,5.071241830065359,75.10130718954248,42.57843137254902,2.034608158304686,11.019607843137255,8.655391314809094,12,8.8,135,51.5,7.581704285144951,14,0.13858011513252677,0.5,1.9,33,31,0.46068445,8,211.45988238252164,36.62294684948435,248.0828292,226.70000000000002,,0,0,0,1.481699346,7
82,142,21,1.2882219249364133,2.591549295774648,5.138028169014084,74.83098591549296,42.61619718309859,2.2968514168960446,11.06338028169014,8.655391314809094,12,8.8,135,51.5,6.581704285144951,14,0.13858011513252677,0.5,2.1,33,31,0.024243033083621413,8,182.92751334097068,48.23387975481694,231.16139309578762,254.20000000000002,,0,0,0,1.790140845,3
83,136,11,1.4674598372502021,2.636029411764706,5.151470588235294,75.09558823529412,42.43014705882353,1.3989633726451312,11.117647058823529,9.017185983939271,12,8.8,135,51.5,3.787994415459252,14,0.13858011513252677,0.5,2.1,33,31,0.4039912484586239,8,199.5745378660275,15.388597099096444,214.96313496512394,117,,-142.8,-350.3,-598.4,0.860294118,-10
84,134,5,1.461175192,2.582089552238806,5.102238805970149,75.29104478,42.46268656716418,1.2272249770411805,11.156716417910447,9.548185320049924,12,8.8,135,51.5,2.2249550775441094,14,0.13858011513252677,0.5,2.1,33,31,0.1992360384816152,8,195.79747576318707,6.136124885205902,201.93360064839297,136.9,,0,0,0,1.021641791,-6
85,126,10,1.4072569450669226,2.503968253968254,5.130158730158731,74.43253968253968,42.48809523809524,1.8784897392702304,11.19047619047619,9.548185320049924,12,8.8,135,51.5,5.7928157605128945,14,0.13858011513252677,0.5,2.2,33,31,0.43036219287023414,8,177.31437507843225,18.784897392702305,196.09927247113455,168.9,,0,0,0,1.34047619,5
86,116,11,1.4368055945317058,2.4267241379310347,5.0715517241379295,74.53017241379311,42.44396551724138,1.913762369096198,11.267241379310345,10.11244214459657,12,8.8,135,51.5,4.711363448976044,14,0.13858011513252677,0.5,2.2,33,31,0.6051525717812183,8,166.66944896567787,21.051386060058178,187.72083502573605,154.2,,0,0,0,1.329310345,1
87,111,12,1.4095709447353648,2.554054054054054,5.184684684684685,74.97297297297297,42.67567567567568,1.3237266803929562,11.26126126126126,9.548185320049924,12,8.8,135,51.5,3.7113634489760443,14,0.14400070885449168,0.5,2.2999999999999994,33,31,0.13858011513252677,8,156.4623748656255,15.884720164715475,172.34709503034097,116.4,,0,0,0,1.048648649,1
88,107,8,1.4498138587549674,2.556074766,5.208411214953272,75.20560747663552,42.66822429906542,1.057183075110114,11.25233644859813,9.548185320049924,12,8.8,135,51.5,2.7113634489760443,14,0.14400070885449168,0.5,2.2999999999999994,34,31,0.17337308018795738,8,155.1300828867815,8.457464600880911,163.58754748766242,82.8,,-123.05,-278.65,-470.8,0.773831776,-4
89,96,13,1.4813384867519173,2.5625,5.1572916666666675,74.05208333333333,42.859375,1.2490384996219461,11.239583333333334,9.548185320049924,12,8.8,135,51.5,2.6984236598946154,14,0.14400070885449168,0.5,2.3999999999999995,34,31,0.099618019,8,142.20849472818406,16.2375005,158.44599522326936,138.1,,0,0,0,1.438541667,5
90,88,11,1.4580836140742213,2.522727272727273,5.077272727272728,74.11931818181819,42.96022727272727,1.8345246911144024,11.306818181818182,9.548185320049924,12,8.8,135,51.5,5.289530813989984,14,0.14400070885449168,0.5,2.3999999999999995,34.5,31,0.4669493912369944,8,128.31135803853147,20.179771602258427,148.4911296407899,100.3,,0,0,0,1.139772727,-2
91,83,9,1.4208540709949726,2.4397590361445785,5.021686746987952,74.02409638554217,43.24096385542169,2.1304765486345962,11.433734939759036,9.548185320049924,12,8.8,135,51.5,4.289530813989984,14,0.14400070885449168,0.5,2.3999999999999995,34.5,37,0.2591752457351504,8,117.93088789258273,19.174288937711367,137.1051768302941,72.3,,-99.6,-208.4,-365.2,0.871084337,-2
92,78,7,1.4217396813239151,2.3333333333333335,5.0576923076923075,73.30769231,43.243589743589745,2.6721623196605577,11.474358974358974,8.655391314809094,11.5,8.8,135,51.5,9.548185320049924,14,0.14400070885449168,0.5,2.3999999999999995,34.5,37,0.5262749171743053,8,110.89569514326539,18.705136237623904,129.6008313808893,37,,-93.6,-197.25,-343.2,0.474358974,-2
93,71,8,1.5412493805526615,2.2253521126760565,5.016901408450703,73.40845070422536,43.394366197183096,1.784122594904808,11.52112676056338,13.342222230978678,11.5,8.8,135,51.5,5.056221072298285,14,0.14400070885449168,0.5,2.3999999999999995,34.5,37,0.3289848916145388,8,109.42870601923896,14.272980759238465,123.70168677847742,107.3,,0,0,0,1.511267606,1
94,65,10,1.4570802329077803,2.3461538461538463,5.010769230769229,73.53846153846153,43.676923076923075,1.8225696395990951,11.492307692307692,8.655391314809094,11.5,8.8,135,51.5,6.219828787766346,14,0.14400070885449168,0.5,2.3999999999999995,34.5,37,0.2515268819854555,9,94.71021513900573,18.22569639599095,112.93591153499668,120.49999999999999,,0,0,0,1.853846154,2
95,63,7,1.457814882189553,2.3333333333333335,4.995238095238095,73.22222222222223,43.87301587301587,1.7713707823877891,11.523809523809524,8.655391314809094,11.5,8.8,135,51.5,5.219828787766346,14,0.14400070885449168,0.5,2.3999999999999995,34.5,37.5,0.17337308018795738,9,91.84233757794183,12.399595476714524,104.24193305465636,47.199999999999996,,-75.6,-157.35,-277.2,0.749206349,-3
96,62,5,1.4549895053323314,2.346774193548387,4.962903225806452,72.80645161290323,44,1.7848939646161752,11.564516129032258,8.655391314809094,11.5,8.8,135,51.5,4.219828787766346,14,0.14400070885449168,0.5,2.3999999999999995,34.5,37.5,0.16715959791153523,9,90.20934933060455,8.924469823080877,99.13381915368544,68.89999999999999,,0,0,0,1.111290323,-2
97,51,14,1.6342474835807466,2.5,5.027450980392157,71.49019607843137,44.166666666666664,0.830002707,11.549019607843137,8.655391314809094,11.5,8.8,135,51.5,2.7231146461308526,14,0.20642109719599944,0.5,2.3999999999999995,34.5,37.5,0.14400070885449168,9,83.34662166261808,11.620037893155803,94.96665955577387,147.2,,61.2,128.2,224.4,2.88627451,9
98,47,8,1.5674978771445116,2.393617021276596,5.121276596,71.44680851063829,44.351063829787236,1.382931088593922,11.659574468085106,8.655391314809094,11.5,8.8,135,51.5,6.671111115489339,14,0.20642109719599944,0.5,2.4999999999999996,34.5,37.5,0.18941748791008717,9,73.67240022579205,11.063448708751377,84.73584893454343,42,,-58.75,-120.35,-206.8,0.893617021,-6
99,47,3,1.5853622593675958,2.351063829787234,5.089361702,73.53191489361703,44.255319148936174,1.478242658131504,11.680851063829786,9.006666673234008,11.5,8.8,135,51.5,2.9166826458050537,14,0.20642109719599944,0.5,2.4999999999999996,37,37.5,0.44426849794867707,9,74.51202619,4.434727974394512,78.94675416467152,20.6,,-58.75,-119.6,-206.8,0.438297872,-5
100,46,5,1.458110775609456,2.282608695652174,5.165217391304349,74.42391304347827,44.28260869565217,1.6592175078522757,11.717391304347826,9.006666673234008,11.5,8.500000000000002,135,51.5,4.221774562180457,14,0.20642109719599944,0.5,2.5999999999999996,37,37.5,0.073776831,9,67.07309567803497,8.296087539261379,75.36918321729635,39.39999999999999,,-59.8,-118.8,-195.5,0.856521739,2
101,41,6,1.6155804419175679,2.3536585365853657,5.182926829268294,75.23170731707317,44.207317073170735,0.9447106320471997,11.731707317073171,9.006666673234008,11.5,8.500000000000002,135,51.5,1.6839219957519163,14,0.20642109719599944,0.5,2.5999999999999996,37.5,37.5,0.4511834252625704,9,66.23879811862028,5.668263792283199,71.90706191090348,50.099999999999994,,0,0,0,1.22195122,1
102,39,4,1.5877657051130065,2.5384615384615383,5.338461538461539,75.24358974358974,44.243589743589745,0.7387890864382012,11.717948717948717,9.006666673234008,11.5,8.600000000000001,135,51.5,1.470962702950942,14,0.20642109719599944,0.5,2.5999999999999996,37.5,37.5,0.15682527344483788,9,61.92286249940725,2.9551563457528047,64.87801884516006,22.799999999999994,,-50.7,-104.1,-167.7,0.584615385,-2
103,39,2,1.5561848949161816,2.5641025641025643,5.338461538461539,75.01282051282051,44.15384615384615,0.5716446629685201,11.64102564102564,9.006666673234008,11.5,8.600000000000001,135,51.5,0.6723266229860982,14,0.20642109719599944,0.5,2.5999999999999996,37.5,37.5,0.470962703,9,60.69121090173108,1.1432893259370402,61.83450022766812,30.89999999999999,,-50.7,-104.1,-167.7,0.792307692,-2
104,38,1,1.5795413818443407,2.6052631578947367,5.307894736842105,73.59210526315789,44.223684210526315,0.6686383916461409,11.657894736842104,9.006666673234008,11.5,8.600000000000001,135,51.5,0.6686383916461409,14,0.20642109719599944,0.5,2.5999999999999996,37.5,37.5,0.6686383916461409,9,60.02257251008494,0.6686383916461409,60.69121090173108,57.99999999999999,,0,0,0,1.526315789,-1
105,34,4,1.6405284553329205,2.7205882352941178,5.485294118,74.04411764705883,44.529411764705884,1.061151257191412,11.735294117647058,9.006666673234008,11.5,8.600000000000001,135,51.5,1.9364239334893227,14,0.20642109719599944,0.5,2.6999999999999997,37.5,38.5,0.4128421943919989,9,55.777967481319294,4.244605028765648,60.02257251008494,66.19999999999999,,0,0,0,1.947058824,3
106,31,3,1.7701997321054108,2.870967741935484,5.525806451612905,74.01612903225806,44.854838709677416,0.6522832229736745,11.741935483870968,9.006666673234008,11.5,8.600000000000001,135,51.5,0.9737396202208402,14,0.37883497582017434,0.5,2.6999999999999997,37.5,38.5,0.20642109719599944,9,54.876191695267735,1.9568496689210235,56.83304136418876,45.09999999999999,,0,0,0,1.45483871,-1
107,26,5,1.9229030002886747,3.173076923076923,5.573076923076925,69.36538461538461,45.30769230769231,0.9761427375524395,11.653846153846153,9.006666673234008,11.5,8.600000000000001,135,51.5,1.358421658895054,14,0.37883497582017434,1,2.6999999999999997,37.5,38.5,0.37883497582017434,9,49.99547800750554,4.8807136877621975,54.876191695267735,63.59999999999999,,35.1,72.45,111.8,2.446153846,2
108,25,2,1.667940334,2.84,5.524000000000001,66.74,45.38,4.496334049050688,11.76,9.006666673234008,10,8.600000000000001,134.5,51.5,8.655391314809094,14,0.37883497582017434,1,2.6999999999999997,37.5,38.5,0.33727678329228183,10,41.69850835,8.992668098101376,50.691176449692875,35.699999999999996,,0,0,0,1.428,-3
109,22,4,1.791419091389328,3.0454545454545454,5.527272727272727,61.29545454545455,45.81818181818182,2.4856699139588443,11.863636363636363,9.006666673234008,10,8.600000000000001,132,51.5,7.655391314809094,14,0.37883497582017434,1,2.6999999999999997,37.5,38.5,0.6686383916461409,10,39.411220010565216,9.942679655835377,49.353899666400594,48,,29.7,60.8,94.6,2.181818182,2
110,21,2,1.799032915761938,3.0714285714285716,5.614285714285715,62.23809523809524,46.166666666666664,4.143460047186807,11.80952380952381,9.006666673234008,10,8.600000000000001,132,51.5,6.655391314809094,14,0.37883497582017434,1,2.6999999999999997,37.5,38.5,1.631528779564519,10,37.77969123,8.286920094373613,46.06661132537431,12.3,,-28.35,-58.95,-90.3,0.585714286,-2
111,20,2,1.9011437767406563,3.175,5.76,62.675,46.3,3.021867895280593,11.85,9.006666673234008,10,8.600000000000001,132,51.5,5.655391314809094,14,0.37883497582017434,1.5,2.6999999999999997,37.5,38.5,0.38834447575209197,10,38.022875534813124,6.043735790561186,44.06661132537431,8.7,,-27,-57.6,-86,0.435,0
112,17,3,2.2013557261144503,3.235294117647059,5.7176470588235295,66.05882352941177,46.470588235294116,1.7517398352255213,11.882352941176471,13.662057988043102,10,8.600000000000001,132,51.5,1.8538914085955867,14,0.37883497582017434,1.5,2.6999999999999997,37.5,38.5,1.5789916961766721,10,37.423047343945655,5.255219505676564,42.67826684962222,6,,-22.95,-48.6,-73.1,0.352941176,1
113,16,4,2.0851499047300397,3.8125,5.9437500000000005,72.75,46.875,0.725088469,11.8125,6.831028994021551,10,8.600000000000001,132,51.5,0.8538914085955867,14,0.37883497582017434,1.5,2.8,45,41,0.5789916961766721,10,33.362398475680635,2.900353876930808,36.26275235261144,15,,-22.4,-47.55,-68.8,0.9375,1
114,14,2,2.3244295402968773,4.107142857142857,6.357142857142857,74.64285714285714,47.142857142857146,0.4101924557621741,11.5,6.831028994021551,10,8.600000000000001,132,51.5,0.4415499357041739,13,0.46877874726010305,1.5,5.600000000000001,45,41,0.37883497582017434,10,32.542013564156285,0.8203849115243482,33.362398475680635,31.800000000000004,,39.2,44.5,60.2,2.271428571,-2
115,14,0,2.3244295402968773,4.107142857142857,6.3571428571428585,74.64285714285714,47.142857142857146,0,11.5,6.831028994021551,10,8.600000000000001,132,51.5,0,13,0.46877874726010305,1.5,5.600000000000001,45,41,0,10,32.542013564156285,0,32.542013564156285,30.900000000000002,,39.2,44.5,60.2,2.207142857,-2
116,11,3,2.2299835822981398,3.6363636363636362,6.127272727272726,62.90909090909091,48.5,2.6707313862922484,11.545454545454545,6.831028994021551,10,8.500000000000002,132,51.5,4.127900914605867,13,0.7152183427870114,2,5.600000000000001,45,41.5,0.46877874726010305,10,24.52981940527954,8.012194158876746,32.542013564156285,55.300000000000004,,123.2,134.8,187,5.027272727,3
117,11,1,2.4495758092991196,3.6363636363636362,6.127272727272726,62.90909090909091,48.5,3.127900914605867,11.545454545454545,6.831028994021551,10,8.500000000000002,132,51.5,3.127900914605867,13,0.7152183427870114,2,5.600000000000001,45,41.5,3.127900914605867,10,26.945333902290315,3.127900914605867,30.073234816896182,0,,-30.8,-33.7,-46.75,0,-2
118,10,2,2.012676632,3.35,5.889999999999999,60,48.9,4.4732342484652925,11.6,6.831028994021551,10,6.800000000000001,132,51.5,6.818567582324718,13,0.7152183427870114,2,5.600000000000001,45,41.5,2.127900914605867,10,20.126766319965597,8.946468496930585,29.073234816896182,15.300000000000002,,0,0,0,1.53,1
119,10,1,2.5945333902290315,3.35,5.889999999999999,60,48.9,1.127900914605867,11.6,12.64959657634627,10,6.800000000000001,132,51.5,1.127900914605867,13,0.7152183427870114,2,5.600000000000001,45,41.5,1.127900914605867,10,25.945333902290315,1.127900914605867,27.073234816896182,0,,-28,-29.45,-34,0,-1
120,9,3,2.3550847736919795,4.333333333333333,6.022222222222222,69,47.666666666666664,0.5716909031939323,11.444444444444445,6.324798288173135,10,6.800000000000001,132,51.5,0.8719534521889187,12,0.7936359943224716,2,5.600000000000001,45,41.5,0.12790091460586694,10,21.195762963227818,1.715072709581797,22.910835672809615,17.200000000000003,,0,0,0,1.911111111,2
121,8,1,2.4314820073562475,4.5625,6.075000000000001,70.6875,47.25,1.7439069043778375,11.375,6.324798288173135,10,6.800000000000001,132,51.5,1.7439069043778375,12,0.7936359943224716,2,5.600000000000001,45,41.5,1.7439069043778375,10,19.45185605884998,1.7439069043778375,21.195762963227818,0,,-22.4,-24.3,-27.2,0,-2
122,7,2,2.3824215525932773,4.785714285714286,6.142857142857143,72.64285714285714,46.642857142857146,1.7594060475374391,11.428571428571429,6.324798288173135,10,6.800000000000001,132,50.5,2.774905190697041,12,0.7936359943224716,2,5.700000000000001,45,41.5,0.7439069043778375,10,16.67695086815294,3.5188120950748782,20.195762963227818,0,,-19.95,-21.5,-23.8,0,1
123,7,1,2.3824215525932773,4.785714285714286,6.142857142857143,72.64285714285714,46.642857142857146,1.7749051906970408,11.428571428571429,6.324798288173135,10,6.800000000000001,132,50.5,1.7749051906970408,12,0.7936359943224716,2,5.700000000000001,45,41.5,1.7749051906970408,10,16.67695086815294,1.7749051906970408,18.45185605884998,0,,-19.95,-21.5,-23.8,0,-1
124,6,1,2.6472191456384113,5.166666666666667,6.216666666666666,75.25,46,1.5685411850195123,11.5,6.324798288173135,10,6.800000000000001,132,48.5,1.5685411850195123,12,0.9111682004521526,2,5.800000000000001,45,41.5,1.5685411850195123,10,15.883314873830468,1.5685411850195123,17.45185605884998,0,,-17.4,-18.65,-20.4,0,0
125,5,2,1.9117033171314666,4.2,6.1000000000000005,63.9,46.9,3.4466697365963235,11.8,3.1623991440865673,10,6.800000000000001,132,48.5,6.324798288173135,12,0.9111682004521526,2,5.800000000000001,45,41.5,0.5685411850195123,11,9.558516585657333,6.893339473192647,16.45185605884998,0,,-14.5,-15.25,-17,0,1
126,4,1,3.392275800516493,4.75,6.075000000000001,67.875,46.625,1.3142116717644967,11.75,8.487197432259702,10,6.800000000000001,132,48.5,1.3142116717644967,12,0.9111682004521526,3,5.800000000000001,45,41.5,1.3142116717644967,11,13.569103202065971,1.3142116717644967,14.883314873830468,0,,-11.6,-12.15,-13.6,0,-1
127,4,1,3.392275800516493,4.75,6.075,67.875,46.625,0.3142116717644967,11.75,8.487197432259702,10,6.800000000000001,132,48.5,0.3142116717644967,12,0.9111682004521526,3,5.800000000000001,45,41.5,0.3142116717644967,11,13.569103202065971,0.3142116717644967,13.883314873830468,0,,-11.6,-12.15,-13.6,0,0
128,3,1,3.630958464188693,5.333333333333333,6.166666666666667,74.5,46.166666666666664,2.676227809499892,11.666666666666666,8.487197432259702,10,6.800000000000001,132,48.5,2.676227809499892,12,0.9111682004521526,3,5.800000000000001,45,41.5,2.676227809499892,11,10.89287539256608,2.676227809499892,13.569103202065971,0,,-8.7,-9.25,-10.2,0,0
129,3,0,4.189701067355323,5.333333333333333,6.166666666666667,74.5,46.166666666666664,0,11.666666666666666,8.487197432259702,10,6.800000000000001,132,48.5,0,12,0.9111682004521526,3,5.800000000000001,45,41.5,0,11,12.569103202065971,0,12.569103202065971,0,,-8.7,-9.25,-10.2,0,-1
130,4,0,2.9441047024318605,4.875,6.075,66.75,46.75,0,12,8.487197432259702,10,6.800000000000001,132,48.5,0,13,0.7926843923385292,3,5.800000000000001,43.5,41.5,0,11,11.776418809727442,0,11.776418809727442,0,,-11.6,-12.15,-13.6,0,0
131,4,0,2.9441047024318605,4.875,6.075,66.75,46.75,0,12,8.487197432259702,10,6.800000000000001,132,48.5,0,13,0.7926843923385292,3,5.800000000000001,43.5,41.5,0,11,11.776418809727442,0,11.776418809727442,12.700000000000001,,23.2,24.3,27.2,3.175,0
132,3,1,3.3970166750167947,5.5,6.166666666666667,74,46.166666666666664,1.5853687846770583,12,8.487197432259702,10,6.800000000000001,132,48.5,1.5853687846770583,13,0.7926843923385292,3,5.800000000000001,43.5,41.5,1.5853687846770583,11,10.191050025050384,1.5853687846770583,11.776418809727442,12.700000000000001,,26.1,27.75,30.6,4.233333333,1
133,2,2,4.6399409122991155,6.75,6.300000000000001,87.75,45,0.7482684925646055,12,8.487197432259702,10,6.800000000000001,132,48.5,0.9111682004521526,13,0.7926843923385292,3.5,5.800000000000001,43.5,41.5,0.5853687846770583,11,9.279881824598231,1.496536985129211,10.776418809727442,12.700000000000001,,29,31.5,34,6.35,1
134,2,0,4.6399409122991155,6.75,6.300000000000001,87.75,45,0,12,8.487197432259702,10,6.800000000000001,132,48.5,0,13,0.7926843923385292,3.5,5.800000000000001,43.5,41.5,0,11,9.279881824598231,0,9.279881824598231,0,,-5.8,-6.3,-6.8,0,-2
135,2,0,4.6399409122991155,6.75,6.300000000000001,87.75,45,0,12,8.487197432259702,10,6.800000000000001,132,48.5,0,13,0.7926843923385292,3.5,5.800000000000001,43.5,41.5,0,11,9.279881824598231,0,9.279881824598231,0,,-5.8,-6.3,-6.8,0,0
136,2,0,4.6399409122991155,6.75,6.300000000000001,87.75,45,0,12,8.487197432259702,10,6.800000000000001,132,48.5,0,13,0.7926843923385292,3.5,5.800000000000001,43.5,41.5,0,11,9.279881824598231,0,9.279881824598231,12.600000000000001,,29,31.5,34,6.3,0
137,1,1,0.7926843923385292,3.5,5.800000000000001,43.5,48.5,8.487197432259702,13,0.7926843923385292,3.5,5.800000000000001,43.5,48.5,8.487197432259702,13,0.7926843923385292,3.5,5.800000000000001,43.5,48.5,8.487197432259702,13,0.7926843923385292,8.487197432259702,9.279881824598231,12.600000000000001,,31.9,31.9,31.9,12.6,1
138,1,0,8.279881824598231,3.5,5.800000000000001,43.5,48.5,0,13,8.279881824598231,3.5,5.800000000000001,43.5,48.5,0,13,8.279881824598231,3.5,5.800000000000001,43.5,48.5,0,13,8.279881824598231,0,8.279881824598231,0,,-2.9,-2.9,-2.9,0,-1
139,2,0,3.1049556842243367,3.5,5.750000000000001,42.75,48.75,0,13.5,4.1399409122991155,3.5,5.800000000000001,43.5,49,0,14,2.0699704561495578,3.5,5.700000000000001,42,48.5,0,13,6.209911368448673,0,6.209911368448673,0,,-5.7,-5.75,-5.8,0,0
140,3,0,1.7249753801246317,3.6666666666666665,5.733333333333334,43,48.666666666666664,0,13.666666666666666,2.0699704561495578,4,5.800000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,13,5.174926140373895,0,5.174926140373895,0,,-8.55,-8.6,-8.7,0,0
141,3,0,1.7249753801246317,3.6666666666666665,5.733333333333334,43,48.666666666666664,0,13.666666666666666,2.0699704561495578,4,5.800000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,13,5.174926140373895,0,5.174926140373895,0,,-8.55,-8.6,-8.7,0,0
142,3,0,1.7249753801246317,3.6666666666666665,5.733333333333334,43,48.666666666666664,0,13.666666666666666,2.0699704561495578,4,5.800000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,13,5.174926140373895,0,5.174926140373895,0,,-8.55,-8.6,-8.7,0,0
143,3,0,1.7249753801246317,3.6666666666666665,5.733333333333334,43,48.666666666666664,0,13.666666666666666,2.0699704561495578,4,5.800000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,13,5.174926140373895,0,5.174926140373895,0,,-8.55,-8.6,-8.7,0,0
144,3,0,1.7249753801246317,3.6666666666666665,5.733333333333334,43,48.666666666666664,0,13.666666666666666,2.0699704561495578,4,5.800000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,13,5.174926140373895,0,5.174926140373895,0,,-8.55,-8.6,-8.7,0,0
145,3,0,1.7249753801246317,3.6666666666666665,5.733333333333334,43,48.666666666666664,0,13.666666666666666,2.0699704561495578,4,5.800000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,13,5.174926140373895,0,5.174926140373895,0,,-8.55,-8.6,-8.7,0,0
146,3,0,1.7249753801246317,3.6666666666666665,5.733333333333334,43,48.666666666666664,0,13.666666666666666,2.0699704561495578,4,5.800000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,13,5.174926140373895,0,5.174926140373895,0,,-8.55,-8.6,-8.7,0,0
147,3,0,1.7249753801246317,3.6666666666666665,5.733333333333334,43,48.666666666666664,0,13.666666666666666,2.0699704561495578,4,5.800000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,13,5.174926140373895,0,5.174926140373895,0,,-8.55,-8.6,-8.7,0,0
148,3,0,1.7249753801246317,3.6666666666666665,5.733333333333334,43,48.666666666666664,0,13.666666666666666,2.0699704561495578,4,5.800000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,13,5.174926140373895,0,5.174926140373895,0,,-8.55,-8.6,-8.7,0,0
149,3,0,1.7249753801246317,3.6666666666666665,5.733333333333334,43,48.666666666666664,0,13.666666666666666,2.0699704561495578,4,5.800000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,13,5.174926140373895,0,5.174926140373895,0,,-8.55,-8.6,-8.7,0,0
150,3,0,1.7249753801246317,3.6666666666666665,5.733333333333334,43,48.666666666666664,0,13.666666666666666,2.0699704561495578,4,5.800000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,13,5.174926140373895,0,5.174926140373895,0,,-8.55,-8.6,-8.7,0,0
151,3,0,1.7249753801246317,3.6666666666666665,5.733333333333334,43,48.666666666666664,0,13.666666666666666,2.0699704561495578,4,5.800000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,13,5.174926140373895,0,5.174926140373895,0,,-8.55,-8.6,-8.7,0,0
152,3,0,1.7249753801246317,3.6666666666666665,5.733333333333334,43,48.666666666666664,0,13.666666666666666,2.0699704561495578,4,5.800000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,13,5.174926140373895,0,5.174926140373895,0,,-8.55,-8.6,-8.7,0,0
153,3,0,1.7249753801246317,3.6666666666666665,5.733333333333334,43,48.666666666666664,0,13.666666666666666,2.0699704561495578,4,5.800000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,13,5.174926140373895,0,5.174926140373895,0,,-8.55,-8.6,-8.7,0,0
154,3,0,1.7249753801246317,3.6666666666666665,5.733333333333334,43,48.666666666666664,0,13.666666666666666,2.0699704561495578,4,5.800000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,13,5.174926140373895,0,5.174926140373895,0,,-8.55,-8.6,-8.7,0,0
155,3,0,1.7249753801246317,3.6666666666666665,5.733333333333334,43,48.666666666666664,0,13.666666666666666,2.0699704561495578,4,5.800000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,13,5.174926140373895,0,5.174926140373895,0,,-8.55,-8.6,-8.7,0,0
156,3,0,1.7249753801246317,3.6666666666666665,5.733333333333334,43,48.666666666666664,0,13.666666666666666,2.0699704561495578,4,5.800000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,13,5.174926140373895,0,5.174926140373895,0,,-8.55,-8.6,-8.7,0,0
157,3,0,1.7249753801246317,3.6666666666666665,5.733333333333334,43,48.666666666666664,0,13.666666666666666,2.0699704561495578,4,5.800000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,13,5.174926140373895,0,5.174926140373895,0,,-8.55,-8.6,-8.7,0,0
158,3,0,1.7249753801246317,3.6666666666666665,5.733333333333334,43,48.666666666666664,0,13.666666666666666,2.0699704561495578,4,5.800000000000001,43.5,49,0,14,1.0349852280747789,3.5,5.700000000000001,42,48.5,0,13,5.174926140373895,0,5.174926140373895,0,,-8.55,-8.6,-8.7,0,0
