Turn,#animals,#food,avgAE,avgET,avgH,avgV,avgL,avgFE,avgGen,maxAE,maxET,maxH,maxV,maxL,maxFE,maxGen,minAE,minET,minH,minV,minL,minFE,minGen,totalAE,totalFE,totalE,totalCombat
76,123,19,5.03024329124691,7.804878048780488,2.097154471544716,11.246504065040648,7.8394308943089435,3.1519860388374554,12.796747967479675,38.306188327191194,31.0,4.199999999999999,16.159999999999997,19.399999999999995,18.74583791848272,18,0.25402310784784277,1.0,0.7499999999999998,9.6,12.8,0.31397048392722127,9,618.7199248233699,59.88773473791165,678.6076595612815,64.9
77,108,27,4.494698621520991,7.657407407407407,2.0597222222222222,11.095555555555556,7.0162037037037015,6.035696192047824,12.842592592592593,26.035495609699865,30.0,4.199999999999999,16.159999999999997,6.800000000000001,26.08508957285153,18,0.25402310784784277,1.0,0.7499999999999998,9.6,13.399999999999999,0.0665082418727252,9,485.427451124267,162.96379718529124,648.3912483095583,152.85
78,88,34,4.822257783430489,7.3522727272727275,2.027272727272728,11.192272727272725,7.082386363636361,5.735652533936346,13.0,29.65102819722142,30.0,4.199999999999999,16.159999999999997,5.800000000000001,26.035495609699865,18,0.25402310784784277,1.0,0.7999999999999998,9.6,13.399999999999999,0.166893461210039,9,424.35868494188304,195.01218615383576,619.3708710957188,99.2
79,84,30,4.9081278790377265,7.7023809523809526,2.1250000000000004,11.447142857142858,7.095238095238092,5.248225424174516,13.25,27.53163053614844,30.0,4.199999999999999,16.159999999999997,4.800000000000001,25.035495609699865,18,0.28187626923136433,1.0,0.7999999999999998,9.6,13.399999999999999,0.04087240256925373,9,412.28274183916903,157.44676272523546,569.7295045644045,71.5
80,78,28,4.2324494558586485,7.897435897435898,2.1538461538461537,11.56205128205128,7.416666666666663,7.122426153688082,13.448717948717949,27.53163053614844,30.0,4.199999999999999,16.159999999999997,3.8000000000000007,24.035495609699865,18,0.28187626923136433,1.0,0.7999999999999998,9.6,13.399999999999999,0.281209540372217,9,330.13105755697455,199.4279323032663,529.5589898602409,67.39999999999999
81,66,26,4.881525503712504,8.56060606060606,2.165151515151515,11.722424242424236,7.808333333333334,6.817001532664852,13.484848484848484,41.27746845463116,30.0,4.199999999999999,16.159999999999997,2.8000000000000007,23.035495609699865,18,0.28187626923136433,1.0,0.7999999999999998,9.6,13.399999999999999,0.37119536326289904,9,322.18068324502525,177.24203984928616,499.42272309431144,49.8
82,64,15,6.0605272773213965,8.453125,2.0859374999999996,11.647499999999996,7.386718750000002,5.596449719687184,13.5,41.27746845463116,30.0,4.199999999999999,16.159999999999997,1.8000000000000007,21.08508957285153,18,0.28187626923136433,1.0,0.7999999999999998,9.6,15.599999999999998,0.5710039720999649,9,387.8737457485694,83.94674579530776,471.82049154387715,38.5
83,63,16,4.637169735556667,8.095238095238095,2.0246031746031745,11.514285714285712,8.200000000000001,8.427033034461019,13.603174603174603,23.19551087764964,30.0,4.199999999999999,16.159999999999997,0.8000000000000007,41.27746845463116,18,0.28187626923136433,1.0,0.7999999999999998,9.6,16.200000000000003,0.12483816148886806,9,292.14169334007005,134.8325285513763,426.97422189144635,51.699999999999996
84,60,12,5.468884554722046,7.466666666666667,1.9549999999999996,11.425999999999998,8.704166666666664,6.369338375266255,13.783333333333333,43.38788975942927,25.0,4.199999999999999,16.08,1.8000000000000007,15.645514592644759,18,0.28187626923136433,1.0,0.7999999999999998,9.6,16.200000000000003,0.7837810002494905,10,328.13307328332274,76.43206050319506,404.5651337865178,32.0
85,59,15,4.784820756608595,7.0,1.8728813559322033,11.467118644067794,9.757627118644063,5.900067455861572,13.915254237288135,23.19551087764964,25.0,4.199999999999999,16.08,0.8000000000000007,24.708937854586566,18,0.375797425867312,1.0,0.7999999999999998,9.52,16.000000000000004,0.28187626923136433,10,282.3044246399071,88.50101183792358,370.80543647783065,19.599999999999998
86,61,11,4.316050675592569,6.540983606557377,1.8008196721311474,11.504918032786883,10.215573770491806,7.471790435935798,14.114754098360656,23.19551087764964,25.0,4.199999999999999,16.08,8.0,23.708937854586566,18,0.3367299244646187,1.0,0.8499999999999999,9.52,16.000000000000004,0.03844615626661607,10,263.2790912111467,82.18969479529378,345.4687860064405,6.6499999999999995
87,64,8,4.149184013760234,6.40625,1.7648437499999998,11.589999999999995,10.4359375,7.214391352875906,14.296875,23.19551087764964,25.0,4.199999999999999,16.08,7.0,22.708937854586566,18,0.3367299244646187,1.0,0.8499999999999999,9.52,16.000000000000004,0.2778074687738345,10,265.54777688065496,57.71513082300725,323.2629077036622,11.399999999999999
88,62,8,4.0741473205624885,6.096774193548387,1.739516129032258,11.47096774193548,10.427419354838714,7.866223186923951,14.387096774193548,23.19551087764964,25.0,4.199999999999999,16.08,6.0,32.59236161056242,18,0.2602544354228882,1.0,0.8499999999999999,9.52,16.000000000000004,1.2246104800150746,10,252.5971338748743,62.929785495391606,315.5269193702659,27.45
89,57,10,3.8935094560677435,5.701754385964913,1.6578947368421058,11.408421052631576,9.80438596491228,8.457493210919633,14.421052631578947,23.19551087764964,22.0,4.1499999999999995,16.08,5.0,31.59236161056242,18,0.2602544354228882,1.0,0.8499999999999999,9.52,16.000000000000004,0.35816234318600276,10,221.93003899586137,84.57493210919634,306.50497110505773,35.75
90,56,7,3.6782613264214676,5.464285714285714,1.6178571428571433,11.412857142857138,9.491964285714285,12.787664071134044,14.553571428571429,22.759508040247784,22.0,4.1499999999999995,16.08,4.0,30.59236161056242,18,0.2602544354228882,1.0,0.8499999999999999,9.52,16.000000000000004,1.173367534634255,10,205.9826342796022,89.5136484979383,295.4962827775405,8.65
91,57,5,3.8557917881095465,5.385964912280702,1.6070175438596492,11.443508771929821,8.935087719298243,12.16341469318585,14.631578947368421,24.312255804563613,22.0,4.1499999999999995,16.08,3.0,29.59236161056242,18,0.2602544354228882,1.0,0.8499999999999999,9.52,16.000000000000004,1.019223078133308,10,219.78013192224415,60.81707346592925,280.5972053881734,5.05
92,55,9,3.831366194512883,5.218181818181818,1.5390909090909088,11.367272727272724,9.161818181818182,6.122900603856088,14.745454545454546,34.931113638373276,22.0,4.1499999999999995,16.08,4.800000000000001,39.91747533456601,18,0.2602544354228882,1.0,0.8499999999999999,9.52,16.000000000000004,0.019223078133308036,10,210.72514069820858,55.106105434704794,265.83124613291335,7.85
93,56,7,3.0894734087791287,4.928571428571429,1.472321428571428,11.43642857142857,9.248214285714283,9.800589107862478,14.982142857142858,20.63915526031633,22.0,4.1499999999999995,16.08,3.8000000000000007,38.91747533456601,18,0.2602544354228882,1.0,0.8499999999999999,9.52,16.000000000000004,0.10460018965258588,11,173.0105108916312,68.60412375503735,241.61463464666855,15.799999999999999
94,58,4,2.785757723001127,4.603448275862069,1.3646551724137927,11.42965517241379,9.061206896551724,17.14329565571453,15.137931034482758,20.63915526031633,21.0,4.1499999999999995,16.08,2.8000000000000007,45.33023238387136,18,0.2602544354228882,1.0,0.7999999999999998,9.52,16.000000000000004,1.2258737076362243,12,161.57394793406536,68.57318262285813,230.14713055692349,11.25
95,59,4,2.5833806381632978,4.47457627118644,1.3627118644067795,11.406779661016948,8.144067796610168,17.78336435400152,15.169491525423728,20.63915526031633,21.0,4.1499999999999995,16.08,1.8000000000000007,44.33023238387136,18,0.2602544354228882,1.0,0.7999999999999998,9.52,16.000000000000004,4.239049702896864,12,152.41945765163456,71.13345741600608,223.55291506764064,26.599999999999998
96,57,6,2.6430356104612045,4.491228070175438,1.342105263157895,11.363508771929823,7.264912280701754,11.311529823669273,15.175438596491228,20.63915526031633,21.0,4.1499999999999995,16.08,0.8000000000000007,43.33023238387136,18,0.2602544354228882,1.0,0.7999999999999998,9.52,16.000000000000004,0.751594851734624,12,150.65302979628865,67.86917894201564,218.5222087383043,29.55
97,53,9,2.679406018897051,4.3584905660377355,1.308490566037736,11.44452830188679,6.636792452830188,7.659519862542628,15.339622641509434,20.63915526031633,21.0,4.1,16.08,4.200000000000003,42.33023238387136,18,0.2602544354228882,1.0,0.7499999999999998,9.52,16.000000000000004,0.12483816148886806,13,142.0085190015437,68.93567876288365,210.94419776442737,29.599999999999998
98,51,7,2.7326224636043723,4.450980392156863,1.2803921568627452,11.381960784313724,6.022549019607844,9.063178170973865,15.352941176470589,20.63915526031633,21.0,4.1,15.759999999999998,3.200000000000003,41.33023238387136,18,0.2602544354228882,1.0,0.7499999999999998,9.52,16.000000000000004,0.5523000948262929,13,139.363745643823,63.44224719681705,202.80599284064004,13.600000000000001
99,44,11,2.6198814646722997,4.204545454545454,1.2556818181818181,11.370909090909091,5.636363636363637,7.37978510210165,15.431818181818182,20.63915526031633,21.0,4.1,15.759999999999998,2.200000000000003,40.33023238387136,18,0.2602544354228882,1.0,0.7499999999999998,9.52,16.000000000000004,0.2390497028968639,13,115.27478444558118,81.17763612311815,196.45242056869932,11.45
100,38,12,2.549116123673031,4.078947368421052,1.1539473684210526,11.419999999999996,5.394736842105265,7.482888172616749,15.552631578947368,20.63915526031633,21.0,4.1,13.4,1.2000000000000028,39.33023238387136,18,0.2602544354228882,1.0,0.7499999999999998,9.52,16.000000000000004,0.06560566122001088,13,96.86641269957518,89.79465807140099,186.66107077097615,6.3
101,33,13,2.070934571329139,3.696969696969697,1.0848484848484852,11.526060606060604,5.590909090909091,8.157597148806705,15.757575757575758,8.732778409593319,20.0,3.9000000000000004,13.4,0.20000000000000284,38.33023238387136,18,0.3012721771144409,1.0,0.7499999999999998,9.52,16.200000000000003,0.12342217342493589,13,68.34084085386158,106.04876293448717,174.38960378834875,4.85
102,27,15,1.9589921035534772,3.740740740740741,1.1037037037037039,11.648888888888886,6.196296296296297,7.332475877910014,16.11111111111111,8.732778409593319,20.0,3.9000000000000004,13.4,2.200000000000003,37.33023238387136,18,0.2632955943494294,1.0,0.7499999999999998,9.76,16.000000000000004,0.3367299244646187,13,52.892786795943884,109.9871381686502,162.8799249645941,7.5
103,25,9,1.983494412010658,3.6,1.1160000000000003,11.527999999999997,5.6960000000000015,11.054252282589708,16.0,8.732778409593319,20.0,3.9000000000000004,13.4,1.2000000000000028,36.33023238387136,18,0.3012721771144409,1.0,0.7499999999999998,9.76,16.000000000000004,0.4062366246101359,13,49.58736030026645,99.48827054330738,149.07563084357383,0.0
104,20,10,3.5633049552710183,3.95,1.1324999999999998,11.598000000000003,5.6475,6.940329511354333,16.2,26.371933669909648,20.0,3.9000000000000004,13.4,0.20000000000000284,35.33023238387136,18,0.31716778910469917,1.0,0.7499999999999998,9.76,16.000000000000004,0.13291194825274033,14,71.26609910542037,69.40329511354334,140.6693942189637,8.4
105,18,9,3.304681626449741,5.444444444444445,1.2888888888888888,12.222222222222225,8.355555555555556,6.918128509606529,16.72222222222222,13.185966834954824,20.0,3.9000000000000004,13.4,18.799999999999997,34.33023238387136,18,0.31716778910469917,1.0,0.7499999999999998,9.76,16.000000000000004,0.5265911886988588,14,59.48426927609534,62.26315658645876,121.74742586255411,3.1500000000000004
106,19,4,3.1448985759138024,5.157894736842105,1.2789473684210528,12.284210526315789,9.023684210526318,13.193656522881204,16.842105263157894,18.25826574822503,20.0,3.9000000000000004,13.4,6.0,33.33023238387136,18,0.31716778910469917,1.0,0.7499999999999998,9.76,16.000000000000004,3.2008100600131377,14,59.753072942362245,52.774626091524816,112.52769903388706,0.0
107,17,5,3.477651901702906,5.411764705882353,1.3000000000000003,12.36705882352941,9.120588235294115,9.881523340987531,16.941176470588236,18.25826574822503,20.0,3.9000000000000004,13.4,5.0,32.33023238387136,18,0.31716778910469917,1.0,0.7499999999999998,9.76,16.000000000000004,0.45564209682990825,14,59.1200823289494,49.40761670493766,108.52769903388706,0.0
108,18,2,3.839795854869685,5.222222222222222,1.2833333333333332,12.415555555555557,8.669444444444443,17.05412960616252,17.055555555555557,18.25826574822503,20.0,3.9000000000000004,13.4,4.0,31.330232383871362,19,0.31716778910469917,1.0,0.7499999999999998,9.76,16.000000000000004,2.778026828453676,14,69.11632538765433,34.10825921232504,103.22458459997937,0.0
109,19,3,3.3840119547340626,5.315789473684211,1.2763157894736843,12.646315789473684,9.252631578947367,10.808475667143247,17.210526315789473,18.25826574822503,20.0,3.9000000000000004,13.4,6.0,30.330232383871362,19,0.6569002844788788,1.0,0.7499999999999998,9.76,16.000000000000004,0.31716778910469917,14,64.29622713994719,32.42542700142974,96.72165414137693,0.0
110,20,2,3.1407881357737173,5.3,1.2600000000000002,12.68,8.79,15.054129606162519,17.25,18.25826574822503,20.0,3.9000000000000004,13.4,5.0,29.330232383871362,19,0.6569002844788788,1.0,0.7499999999999998,9.76,16.000000000000004,0.778026828453676,14,62.81576271547435,30.108259212325038,92.92402192779939,0.0
111,18,3,2.9325858717892834,5.222222222222222,1.3083333333333336,12.635555555555555,8.616666666666667,12.786483135712869,17.27777777777778,18.25826574822503,20.0,3.9000000000000004,13.4,4.0,28.330232383871362,19,0.6569002844788788,1.0,0.7499999999999998,9.76,16.000000000000004,3.6528322442847045,14,52.7865456922071,38.359449407138605,91.1459950993457,3.55
112,18,2,3.231273915066091,5.222222222222222,1.3083333333333336,12.635555555555557,7.616666666666666,14.991532314078032,17.27777777777778,18.25826574822503,20.0,3.9000000000000004,13.4,3.0,27.330232383871362,19,0.6569002844788788,1.0,0.7499999999999998,9.76,16.000000000000004,2.6528322442847045,14,58.16293047118964,29.983064628156065,88.1459950993457,0.0
113,17,2,3.4188716494893385,5.352941176470588,1.329411764705883,12.604705882352942,6.799999999999999,14.012588529013476,17.235294117647058,18.25826574822503,20.0,3.9000000000000004,13.4,2.0,26.330232383871362,19,0.6569002844788788,1.0,0.7499999999999998,9.76,16.000000000000004,1.6949446741555891,14,58.120818041318756,28.02517705802695,86.14599509934571,5.2
114,16,4,2.339615509177679,4.375,1.1906250000000003,12.715000000000002,7.249999999999999,11.527464732098583,17.5,8.460387998296074,20.0,3.8500000000000005,13.4,1.0,25.330232383871362,19,0.6022880241085167,1.0,0.7999999999999998,9.76,16.000000000000004,0.6949446741555891,15,37.43384814684286,46.10985892839433,83.5437070752372,2.05
115,12,6,2.640163012748047,5.0,1.2666666666666666,13.093333333333334,8.170833333333333,8.02780104135084,17.75,8.460387998296074,20.0,3.8500000000000005,13.4,0.1999999999999993,24.330232383871362,19,0.6022880241085167,2.0,0.7999999999999998,11.08,16.8,0.6569002844788788,15,31.68195615297656,48.16680624810503,79.84876240108159,3.1
116,10,5,2.457178834831419,5.2,1.3050000000000002,13.056000000000003,8.419999999999998,9.924014753657705,17.9,6.592983417477412,20.0,3.8500000000000005,13.4,7.799999999999997,23.330232383871362,19,0.6022880241085167,2.0,0.7999999999999998,11.08,16.8,0.05854793359734245,15,24.57178834831419,49.62007376828853,74.19186211660272,3.1
117,12,2,2.5656437376779335,5.0,1.2583333333333335,13.08,9.199999999999998,18.794249066048195,18.083333333333332,8.307860335373869,20.0,3.8500000000000005,13.4,6.799999999999997,22.330232383871362,19,0.5266267743009447,2.0,0.7999999999999998,11.08,16.8,15.258265748225028,15,30.787724852135202,37.58849813209639,68.37622298423159,0.0
118,13,1,3.305309655116674,4.846153846153846,1.2384615384615385,13.086153846153847,9.092307692307692,21.330232383871362,18.23076923076923,16.71919459717071,20.0,3.8500000000000005,13.4,5.799999999999997,21.330232383871362,20,0.5266267743009447,2.0,0.7999999999999998,11.08,16.8,21.330232383871362,15,42.969025516516766,21.330232383871362,64.29925790038813,0.0
119,14,1,2.9950387838996453,4.571428571428571,1.2249999999999999,13.09142857142857,8.374999999999998,20.330232383871362,18.357142857142858,16.71919459717071,20.0,3.8500000000000005,13.4,12.599999999999998,20.330232383871362,20,0.5266267743009447,1.0,0.7999999999999998,11.08,16.8,20.330232383871362,15,41.930542974595035,20.330232383871362,62.2607753584664,5.75
120,15,1,2.760753446908944,4.466666666666667,1.2100000000000002,13.101333333333333,7.5666666666666655,19.330232383871362,18.466666666666665,16.71919459717071,20.0,3.8500000000000005,13.4,11.599999999999998,19.330232383871362,20,0.5192412709608668,1.0,0.7999999999999998,11.08,16.8,19.330232383871362,15,41.41130170363416,19.330232383871362,60.74153408750552,7.950000000000001
121,12,4,1.313338988545414,3.3333333333333335,1.0166666666666668,13.259999999999998,8.004166666666666,10.99536655624014,18.833333333333332,3.188192389491271,6.0,1.1500000000000001,13.4,10.599999999999998,18.330232383871362,20,0.5192412709608668,1.0,0.7999999999999998,13.16,16.8,2.3390558264410766,18,15.760067862544968,43.98146622496056,59.74153408750553,8.950000000000001
122,10,4,2.7252587528302668,3.2,1.04,13.264000000000001,8.065,7.122236639800714,18.9,16.949659021643548,5.0,1.1500000000000001,13.4,9.599999999999998,17.330232383871362,20,0.5192412709608668,1.0,0.95,13.16,16.8,2.37753836836281,18,27.25258752830267,28.488946559202855,55.74153408750553,5.3500000000000005
123,9,5,2.37634492253397,3.2222222222222223,1.0222222222222221,13.222222222222221,9.649999999999999,5.223403005857781,19.22222222222222,8.474829510821774,5.0,1.1500000000000001,13.32,3.0500000000000007,16.330232383871362,20,0.5266267743009447,1.0,0.8999999999999999,13.16,16.8,1.4636052287920975,18,21.38710430280573,26.117015029288908,47.50411933209464,3.2
124,11,4,1.7583272348700056,3.3636363636363638,1.0045454545454544,13.210909090909091,10.44090909090909,4.931209511621494,19.454545454545453,4.237414755410887,5.0,1.1500000000000001,13.32,2.0500000000000007,15.330232383871362,21,0.5192412709608668,1.0,0.8999999999999999,13.08,16.8,0.2596206354804334,18,19.341599583570062,19.724838046485974,39.066437630056036,0.0
125,12,1,1.7636116661536452,3.4166666666666665,1.0083333333333333,13.213333333333333,10.437500000000002,14.330232383871362,19.583333333333332,6.830398172888299,5.0,1.1500000000000001,13.32,17.4,14.330232383871362,21,0.5192412709608668,1.0,0.8999999999999999,13.08,16.8,14.330232383871362,18,21.163339993843742,14.330232383871362,35.493572377715104,0.0
126,13,1,1.4965954192785895,3.6153846153846154,1.0,13.215384615384615,9.984615384615385,13.330232383871362,19.615384615384617,3.4151990864441495,6.0,1.1500000000000001,13.32,8.2,13.330232383871362,21,0.5192412709608668,1.0,0.8999999999999999,13.08,16.8,13.330232383871362,18,19.455740450621665,13.330232383871362,32.78597283449302,2.25
127,11,3,1.5383656797769942,3.6363636363636362,0.990909090909091,13.203636363636361,10.459090909090909,4.9546501189820304,19.90909090909091,3.4151990864441495,6.0,1.1,13.32,7.199999999999999,12.330232383871362,21,0.5192412709608668,1.0,0.8999999999999999,13.08,16.8,1.0532535486018895,19,16.922022477546935,14.863950356946091,31.785972834493027,4.35
128,11,3,1.5383656797769942,3.6363636363636362,0.990909090909091,13.203636363636361,8.92727272727273,3.9546501189820304,19.90909090909091,3.4151990864441495,6.0,1.1,13.32,6.199999999999999,11.330232383871362,21,0.5192412709608668,1.0,0.8999999999999999,13.08,16.8,0.05325354860188947,19,16.922022477546935,11.863950356946091,28.785972834493027,5.85
129,10,2,1.5856129224646325,3.7,0.9800000000000001,13.191999999999998,8.07,5.6980628183859885,20.0,3.4151990864441495,6.0,1.1,13.24,5.199999999999999,10.330232383871362,21,0.5192412709608668,1.0,0.8999999999999999,13.08,16.8,1.0658932529006142,19,15.856129224646324,11.396125636771977,27.2522548614183,7.05
130,10,1,1.592202247754694,3.7,0.9799999999999999,13.191999999999998,6.695,9.330232383871362,20.0,3.4151990864441495,6.0,1.1,13.24,4.199999999999999,9.330232383871362,21,0.5192412709608668,1.0,0.8999999999999999,13.08,16.8,9.330232383871362,19,15.922022477546939,9.330232383871362,25.2522548614183,3.75
131,9,2,1.5383397104114969,3.7777777777777777,0.9777777777777779,13.195555555555554,5.705555555555557,5.203598733857414,20.0,3.4151990864441495,6.0,1.1,13.24,9.000000000000002,8.330232383871362,21,0.5192412709608668,1.0,0.8999999999999999,13.08,16.8,2.0769650838434672,19,13.845057393703472,10.407197467714829,24.2522548614183,6.0
132,9,2,1.5383397104114969,3.7777777777777777,0.9777777777777779,13.195555555555554,4.144444444444445,4.203598733857414,20.0,3.4151990864441495,6.0,1.1,13.24,8.000000000000002,7.330232383871362,21,0.5192412709608668,1.0,0.8999999999999999,13.08,16.8,1.0769650838434672,19,13.845057393703472,8.407197467714829,22.2522548614183,5.05
133,5,5,1.7093708003786314,4.2,0.9299999999999999,13.191999999999998,5.340000000000001,2.3410801719050283,20.2,2.1187073777054435,6.0,1.0,13.24,7.000000000000002,6.330232383871362,21,1.0593536888527217,3.0,0.8999999999999999,13.08,16.8,0.5266267743009447,20,8.546854001893157,11.705400859525142,20.2522548614183,6.1
134,5,1,2.192410617667462,4.2,0.93,13.191999999999998,4.340000000000001,5.330232383871362,20.2,3.4745527752968712,6.0,1.0,13.24,6.000000000000002,5.330232383871362,21,1.542486014407474,3.0,0.8999999999999999,13.08,16.8,5.330232383871362,20,10.962053088337308,5.330232383871362,16.29228547220867,0.0
135,6,1,1.6822358157521817,4.0,0.9333333333333332,13.213333333333333,5.816666666666667,4.330232383871362,20.5,2.1187073777054435,6.0,1.0,13.32,17.2,4.330232383871362,22,0.8686381938242178,3.0,0.8999999999999999,13.08,16.8,4.330232383871362,20,10.09341489451309,4.330232383871362,14.423647278384452,0.0
136,6,1,1.6822358157521817,4.0,0.9333333333333332,13.213333333333333,4.983333333333334,3.330232383871362,20.5,2.1187073777054435,6.0,1.0,13.32,4.000000000000002,3.330232383871362,22,0.8686381938242178,3.0,0.8999999999999999,13.08,16.8,3.330232383871362,20,10.09341489451309,3.330232383871362,13.423647278384452,0.0
137,5,2,1.7101857760211232,4.2,0.9199999999999999,13.207999999999998,4.970000000000001,1.9363591991394178,20.6,2.1187073777054435,6.0,0.95,13.32,3.0000000000000018,2.330232383871362,22,0.8686381938242178,3.0,0.8999999999999999,13.08,16.8,1.542486014407474,20,8.550928880105616,3.8727183982788356,12.42364727838445,0.0
138,4,3,1.7034131231142948,4.5,0.9249999999999999,13.200000000000001,5.137500000000001,1.2033315953090904,20.5,2.1187073777054435,6.0,0.95,13.32,2.0000000000000018,1.7372763876484356,22,0.8686381938242178,3.0,0.8999999999999999,13.08,16.8,0.5424860144074739,20,6.813652492457179,3.609994785927271,10.42364727838445,0.0
139,4,2,1.7034131231142948,4.5,0.9249999999999999,13.200000000000001,4.137500000000001,0.5337543857598988,20.5,2.1187073777054435,6.0,0.95,13.32,1.0000000000000018,0.7372763876484356,22,0.8686381938242178,3.0,0.8999999999999999,13.08,16.8,0.3302323838713619,20,6.813652492457179,1.0675087715197975,7.881161263976977,0.0
140,4,0,1.7034131231142948,4.5,0.9249999999999999,13.200000000000001,3.1375000000000006,0.0,20.5,2.1187073777054435,6.0,0.95,13.32,1.7763568394002505e-15,0.0,22,0.8686381938242178,3.0,0.8999999999999999,13.08,16.8,0.0,20,6.813652492457179,0.0,6.813652492457179,0.0
141,1,3,0.8686381938242178,3.0,0.95,13.32,11.2,1.981671432877654,22.0,0.8686381938242178,3.0,0.95,13.32,11.2,2.1187073777054435,22,0.8686381938242178,3.0,0.95,13.32,17.2,1.7075995432220747,22,0.8686381938242178,5.9450142986329615,6.813652492457179,0.0
142,1,3,0.8686381938242178,3.0,0.95,13.32,10.2,0.9816714328776538,22.0,0.8686381938242178,3.0,0.95,13.32,10.2,1.1187073777054435,22,0.8686381938242178,3.0,0.95,13.32,17.2,0.7075995432220747,22,0.8686381938242178,2.9450142986329615,3.8136524924571793,0.0
143,1,2,0.8686381938242178,3.0,0.95,13.32,9.2,0.11870737770544348,22.0,0.8686381938242178,3.0,0.95,13.32,9.2,0.11870737770544348,22,0.8686381938242178,3.0,0.95,13.32,17.2,0.11870737770544348,22,0.8686381938242178,0.23741475541088697,1.1060529492351048,0.0
144,1,0,0.8686381938242178,3.0,0.95,13.32,8.2,0.0,22.0,0.8686381938242178,3.0,0.95,13.32,8.2,0.0,22,0.8686381938242178,3.0,0.95,13.32,17.2,0.0,22,0.8686381938242178,0.0,0.8686381938242178,0.0
145,1,0,0.8686381938242178,3.0,0.95,13.32,7.199999999999999,0.0,22.0,0.8686381938242178,3.0,0.95,13.32,7.199999999999999,0.0,22,0.8686381938242178,3.0,0.95,13.32,17.2,0.0,22,0.8686381938242178,0.0,0.8686381938242178,0.0
146,1,0,0.8686381938242178,3.0,0.95,13.32,6.199999999999999,0.0,22.0,0.8686381938242178,3.0,0.95,13.32,6.199999999999999,0.0,22,0.8686381938242178,3.0,0.95,13.32,17.2,0.0,22,0.8686381938242178,0.0,0.8686381938242178,0.0
147,1,0,0.8686381938242178,3.0,0.95,13.32,5.199999999999999,0.0,22.0,0.8686381938242178,3.0,0.95,13.32,5.199999999999999,0.0,22,0.8686381938242178,3.0,0.95,13.32,17.2,0.0,22,0.8686381938242178,0.0,0.8686381938242178,0.0
148,1,0,0.8686381938242178,3.0,0.95,13.32,4.199999999999999,0.0,22.0,0.8686381938242178,3.0,0.95,13.32,4.199999999999999,0.0,22,0.8686381938242178,3.0,0.95,13.32,17.2,0.0,22,0.8686381938242178,0.0,0.8686381938242178,0.0
149,1,0,0.8686381938242178,3.0,0.95,13.32,3.1999999999999993,0.0,22.0,0.8686381938242178,3.0,0.95,13.32,3.1999999999999993,0.0,22,0.8686381938242178,3.0,0.95,13.32,17.2,0.0,22,0.8686381938242178,0.0,0.8686381938242178,0.0
150,1,0,0.8686381938242178,3.0,0.95,13.32,2.1999999999999993,0.0,22.0,0.8686381938242178,3.0,0.95,13.32,2.1999999999999993,0.0,22,0.8686381938242178,3.0,0.95,13.32,17.2,0.0,22,0.8686381938242178,0.0,0.8686381938242178,0.0
151,1,0,0.8686381938242178,3.0,0.95,13.32,1.1999999999999993,0.0,22.0,0.8686381938242178,3.0,0.95,13.32,1.1999999999999993,0.0,22,0.8686381938242178,3.0,0.95,13.32,17.2,0.0,22,0.8686381938242178,0.0,0.8686381938242178,0.0
152,1,0,0.8686381938242178,3.0,0.95,13.32,0.1999999999999993,0.0,22.0,0.8686381938242178,3.0,0.95,13.32,0.1999999999999993,0.0,22,0.8686381938242178,3.0,0.95,13.32,17.2,0.0,22,0.8686381938242178,0.0,0.8686381938242178,0.0
153,0,1,0.0,0.0,0.0,0.0,0.0,0.8686381938242178,0.0,0.0,0.0,0.0,0.0,0.0,0.8686381938242178,0,0.0,0.0,0.0,0.0,0.0,0.8686381938242178,0,0.0,0.8686381938242178,0.8686381938242178,0.0
