Turn,#animals,#food,avgAE,avgET,avgH,avgV,avgML,avgL,avgFE,avgGen,maxAE,maxET,maxH,maxV,maxML,maxFE,maxGen,minAE,minET,minH,minV,minML,minFE,minGen,totalAE,totalFE,totalE,totalCombat
0,100,1100,12.5025,50.01,5.35,11.99,25.71,0.0,51.07,0.0,24.5,98.0,9.0,14.0,49.0,99.0,0,0.25,1.0,1.0,10.0,1.0,1.0,0,1250.25,56177.0,57427.25,0.0
1,93,1339,51.255376344086024,49.45161290322581,5.440860215053763,11.978494623655914,27.258064516129032,1.8279569892473118,50.47162061239731,0.0,117.25,98.0,9.0,14.0,49.0,99.0,0,1.25,1.0,1.0,10.0,2.0,1.0,0,4766.75,67581.5,72348.25,111.0
2,102,1305,61.88357843137255,46.470588235294116,5.3274509803921575,11.92156862745098,29.215686274509803,3.303921568627451,50.25593869731801,0.16666666666666666,190.0,98.0,9.0,14.0,49.0,150.5,1,1.25,1.0,0.9,9.94,1.5,1.0,0,6312.125,65584.0,71896.125,146.0
3,132,1286,55.13517992424242,47.31818181818182,5.25378787878788,11.958181818181815,29.96590909090909,3.1818181818181817,49.49625777604977,0.3787878787878788,167.25,98.0,9.1,14.06,49.0,149.5,1,6.5,1.0,0.9,9.94,1.5,1.0,0,7277.84375,63652.1875,70930.03125,111.0
4,165,1240,58.410606060606064,46.32121212121212,5.488484848484848,11.93830303030303,30.09090909090909,3.2763636363636364,49.01829637096774,0.5636363636363636,223.75,98.0,9.1,14.06,49.0,148.5,2,2.84375,1.0,1.0,9.94,2.0,0.25,0,9637.75,60782.6875,70420.4375,111.6
5,208,1189,53.27766301081731,46.36057692307692,5.4322115384615355,11.987307692307692,30.834134615384617,3.5634615384615387,49.05592935239697,0.7884615384615384,234.25,98.0,9.1,14.06,49.0,167.25,3,5.6875,1.0,0.9,9.94,2.5,0.25,0,11081.75390625,58327.5,69409.25390625,194.6
6,249,1135,54.67178087349398,44.14859437751004,5.422891566265059,11.99036144578313,31.309236947791163,4.013253012048192,48.55026156387665,1.0,196.875,98.0,9.2,14.120000000000001,49.0,179.125,3,2.1171875,1.0,0.9,9.879999999999999,2.0,1.0,0,13613.2734375,55104.546875,68717.8203125,427.3
7,299,1060,55.744173285953174,44.357859531772576,5.365551839464882,11.987491638795984,31.321070234113712,4.410033444816054,48.227491155660374,1.1672240802675586,212.9375,98.0,9.2,14.120000000000001,49.5,178.125,3,2.2109375,1.0,0.8,9.879999999999999,2.0,1.0,0,16667.5078125,51121.140625,67788.6484375,469.5
8,351,998,52.524375111289174,43.27920227920228,5.400854700854699,11.973105413105412,31.564102564102566,5.553276353276355,48.35917929609219,1.3333333333333333,167.5,98.0,9.299999999999999,14.120000000000001,49.5,212.9375,4,2.3046875,1.0,0.8,9.879999999999999,2.0,1.0,0,18436.0556640625,48262.4609375,66698.5166015625,792.7
9,401,888,54.872324803226306,42.11720698254364,5.445386533665836,12.012867830423938,31.85286783042394,7.193266832917706,47.528179546734236,1.4962593516209477,177.71875,98.0,9.299999999999999,14.120000000000001,49.5,211.9375,4,1.65234375,1.0,0.8,9.879999999999999,2.0,1.0,0,22003.80224609375,42205.0234375,64208.82568359375,1080.4
10,465,803,50.09864908854167,40.6258064516129,5.417634408602149,12.056989247311833,32.229032258064514,7.5137634408602185,47.25000972914072,1.70752688172043,157.25,98.0,9.2,14.180000000000001,49.5,210.9375,4,1.82421875,1.0,0.8,9.879999999999999,2.5,0.75,0,23295.871826171875,37941.7578125,61237.629638671875,1268.0
11,502,715,49.06714499424178,40.0,5.427290836653382,12.070796812749009,32.883466135458164,8.525697211155377,47.604641744973776,1.8844621513944224,203.640625,98.0,9.2,14.180000000000001,49.5,209.9375,5,1.82421875,2.0,0.8,9.879999999999999,2.5,1.0,0,24631.706787109375,34037.31884765625,58669.025634765625,1518.8
12,531,651,47.33282045411076,39.27683615819209,5.458380414312617,12.132956685499057,32.983050847457626,9.83032015065913,47.82984486007104,2.0677966101694913,190.8671875,98.0,9.2,14.180000000000001,49.5,208.9375,5,1.5609130859375,2.0,0.8,9.879999999999999,2.5,1.0,0,25133.727661132812,31137.22900390625,56270.95666503906,2188.7
