Turn,#animals,#food,avgAE,avgET,avgH,avgV,avgML,avgL,avgFE,avgGen,maxAE,maxET,maxH,maxV,maxML,maxFE,maxGen,minAE,minET,minH,minV,minML,minFE,minGen,totalAE,totalFE,totalE,totalCombat
0,100,600,12.095,48.38,5.02,11.89,21.21,0.0,52.04,0.0,24.75,99.0,9.0,14.0,49.0,99.0,0,0.25,1.0,1.0,10.0,1.0,1.0,0,1209.5,31224.0,32433.5,0.0
1,89,1143,49.14325842696629,47.943820224719104,5.056179775280899,11.932584269662922,23.629213483146067,1.6179775280898876,50.076771653543304,0.0,120.75,99.0,9.0,14.0,49.0,99.0,0,1.0,1.0,1.0,10.0,2.0,1.0,0,4373.75,57237.75,61611.5,87.0
2,104,1120,55.32692307692308,47.73076923076923,5.024038461538462,11.748269230769232,24.33653846153846,2.875,49.62611607142857,0.18269230769230768,197.75,99.0,9.0,14.0,49.0,98.0,1,1.25,1.0,0.9,9.94,1.5,1.0,0,5754.0,55581.25,61335.25,140.0
3,130,1116,55.33413461538461,47.73076923076923,5.015384615384615,11.814923076923078,24.046153846153846,2.9692307692307693,48.730510752688176,0.3769230769230769,197.75,100.0,9.1,14.06,49.0,97.0,1,1.25,1.0,0.9,9.94,2.0,1.0,0,7193.4375,54383.25,61576.6875,131.0
4,161,1098,57.88800465838509,45.409937888198755,5.039751552795032,11.805590062111802,23.993788819875775,2.8198757763975157,47.88257058287796,0.6086956521739131,197.75,100.0,9.1,14.06,49.0,104.25,2,1.25,1.0,0.9,9.94,2.0,1.0,0,9319.96875,52575.0625,61895.03125,172.0
5,202,1086,54.881400835396036,45.99009900990099,4.965346534653466,11.800990099009907,24.353960396039604,2.6168316831683165,47.611259783609576,0.8564356435643564,200.25,100.0,9.2,14.120000000000001,49.0,197.75,3,1.8125,1.0,0.9,9.94,3.5,1.0,0,11086.04296875,51705.828125,62791.87109375,142.60000000000002
6,253,1074,52.432111536561266,45.719367588932805,4.949407114624504,11.747667984189727,24.387351778656125,3.1027667984189717,46.60913495111732,1.08300395256917,157.25,100.0,9.2,14.120000000000001,49.0,196.75,3,1.8125,1.0,0.9,9.94,3.5,0.25,0,13265.32421875,50058.2109375,63323.53515625,257.2
7,283,1040,56.7470703125,44.44169611307421,4.99469964664311,11.772508833922267,24.5,4.297879858657244,46.534247295673076,1.2190812720848057,162.96875,100.0,9.2,14.120000000000001,49.0,195.75,4,1.8125,1.0,0.9,9.94,3.5,1.0,0,16059.4208984375,48395.6171875,64455.0380859375,566.0999999999999
8,310,972,55.24078408518145,44.5258064516129,4.948387096774194,11.699096774193553,25.270967741935483,4.998709677419352,46.38841366865998,1.3806451612903226,188.0,100.0,9.1,14.06,49.0,194.75,4,1.8125,1.0,0.8,9.879999999999999,3.5,0.25,0,17124.64306640625,45089.5380859375,62214.18115234375,836.9
9,336,906,55.94358171735491,43.717261904761905,5.09642857142857,11.734940476190484,25.683035714285715,5.692857142857143,45.613081841542495,1.5595238095238095,234.5,100.0,9.1,14.06,49.0,193.75,4,3.0,1.0,0.8,9.879999999999999,3.5,1.0,0,18797.04345703125,41325.4521484375,60122.49560546875,833.5
10,385,835,51.41441190645292,43.9012987012987,5.175324675324672,11.719012987012986,26.654545454545456,6.023896103896105,45.237150308757485,1.774025974025974,234.5,100.0,9.2,14.120000000000001,49.0,192.75,4,3.04150390625,1.0,0.8,9.879999999999999,3.5,0.8125,0,19794.548583984375,37773.0205078125,57567.569091796875,918.1
11,431,743,49.91743600230206,42.66357308584687,5.234802784222735,11.708259860788854,26.687935034802784,6.462412993039447,45.36566351047274,1.9466357308584687,188.0,101.0,9.2,14.120000000000001,49.5,234.5,5,3.48828125,1.0,0.8,9.879999999999999,3.0,0.625,0,21514.414916992188,33706.68798828125,55221.10290527344,1058.4
12,465,656,49.424358408938176,42.376344086021504,5.254623655913978,11.63316129032259,26.993548387096773,7.550537634408606,46.0614638910061,2.129032258064516,188.0,101.0,9.299999999999999,14.120000000000001,49.5,233.5,5,3.3876953125,1.0,0.8,9.879999999999999,3.0,0.625,0,22982.32666015625,30216.3203125,53198.64697265625,1370.5
13,501,590,47.10546472972025,41.99001996007984,5.242914171656684,11.66918163672654,27.17564870259481,8.372055888223553,46.48295236361229,2.287425149700599,235.84375,101.0,9.299999999999999,14.120000000000001,49.5,232.5,5,2.1890869140625,1.0,0.8,9.819999999999999,3.0,1.0,0,23599.837829589844,27424.94189453125,51024.779724121094,1682.1
14,517,537,45.633560593861446,42.37137330754352,5.270406189555123,11.6662669245648,27.81431334622824,8.659574468085097,47.15058236859142,2.4622823984526114,188.0,101.0,9.299999999999999,14.120000000000001,49.5,231.5,6,2.1890869140625,1.0,0.8,9.819999999999999,3.0,0.26953125,0,23592.550827026367,25319.862731933594,48912.41355895996,1720.1
15,536,467,45.60229364081995,42.526119402985074,5.34570895522388,11.659813432835817,28.57276119402985,9.58227611940298,48.53282149190311,2.6082089552238807,188.0,101.0,9.299999999999999,14.180000000000001,49.5,230.5,6,1.550048828125,1.0,0.8,9.819999999999999,3.5,0.1796875,0,24442.829391479492,22664.82763671875,47107.65702819824,1705.8
16,535,445,44.332352654287746,42.58504672897196,5.3588785046728935,11.665009345794388,29.17196261682243,10.183177570093449,48.357598294033096,2.7476635514018692,193.85546875,101.0,9.299999999999999,14.180000000000001,50.0,229.5,6,1.599853515625,1.0,0.7000000000000001,9.819999999999999,3.0,0.1015625,0,23717.808670043945,21519.131240844727,45236.93991088867,2182.3
17,533,410,42.32825872195818,42.63414634146341,5.442401500938087,11.672382739212008,29.79174484052533,11.282363977485934,51.27954250428735,2.9155722326454034,235.04302978515625,101.0,9.299999999999999,14.180000000000001,50.0,214.3671875,6,1.283599853515625,1.0,0.7000000000000001,9.819999999999999,3.0,0.1890869140625,0,22560.96189880371,21024.612426757812,43585.57432556152,2200.2
18,529,389,42.129316477784585,41.79584120982987,5.415311909262761,11.74608695652174,30.494328922495274,12.120415879017015,50.47088124880754,3.0831758034026464,235.04302978515625,101.0,9.299999999999999,14.180000000000001,50.0,170.337890625,6,1.283599853515625,1.0,0.7000000000000001,9.819999999999999,3.0,0.8125,0,22286.408416748047,19633.172805786133,41919.58122253418,2351.0
19,507,377,43.116196250539325,41.86785009861933,5.456015779092706,11.80284023668638,30.729783037475347,11.77435897435897,49.046216382904454,3.2071005917159763,223.609375,101.0,9.299999999999999,14.180000000000001,50.0,235.04302978515625,7,0.8634033203125,1.0,0.7000000000000001,9.819999999999999,2.5,0.6492919921875,0,21859.911499023438,18490.42357635498,40350.33507537842,2300.1
20,507,338,42.18434907134468,40.19132149901381,5.420118343195266,11.861459566074949,31.29388560157791,12.024654832347146,51.273843189668376,3.3491124260355027,219.22119140625,100.0,9.299999999999999,14.180000000000001,50.0,234.04302978515625,7,0.43170166015625,1.0,0.7000000000000001,9.819999999999999,2.5,0.6492919921875,0,21387.464979171753,17330.55899810791,38718.02397727966,1827.1
