Turn,#animals,#food,avgAE,avgET,avgH,avgV,avgML,avgL,avgFE,avgGen,maxAE,maxET,maxH,maxV,maxML,maxFE,maxGen,minAE,minET,minH,minV,minML,minFE,minGen,totalAE,totalFE,totalE,totalCombat
0,100,600,11.865,47.46,5.4,11.93,28.2,0.0,49.3,0.0,24.75,99.0,9.0,14.0,49.0,99.0,0,0.5,2.0,1.0,10.0,1.0,1.0,0,1186.5,29580.0,30766.5,0.0
1,96,1129,49.2109375,46.510416666666664,5.34375,11.9375,29.229166666666668,1.53125,49.31111603188663,0.0,116.25,99.0,9.0,14.0,49.0,121.0,0,0.5,2.0,1.0,10.0,2.0,1.0,0,4724.25,55672.25,60396.5,80.0
2,117,1108,48.57371794871795,43.23931623931624,5.383760683760686,11.981880341880343,31.0982905982906,2.8376068376068377,48.8346119133574,0.2222222222222222,189.5,99.0,9.1,14.06,49.0,120.0,1,0.5,2.0,0.9,10.0,3.0,1.0,0,5683.125,54108.75,59791.875,161.0
3,143,1082,49.74125874125874,42.78321678321678,5.728671328671332,12.040699300699302,31.916083916083917,3.300699300699301,48.363678373382626,0.4195804195804196,191.5,98.0,9.1,14.06,49.5,119.0,2,0.5,1.0,0.9,9.94,2.5,1.0,0,7113.0,52329.5,59442.5,145.0
4,187,1063,44.951161430481285,40.68983957219251,5.865775401069519,12.041497326203208,32.70855614973262,3.556149732620321,47.93603010348072,0.6844919786096256,154.75,98.0,9.2,14.06,49.5,118.0,3,0.5,1.0,0.9,9.94,2.5,1.0,0,8405.8671875,50956.0,59361.8671875,211.9
5,226,1020,50.445260647123895,40.517699115044245,5.884955752212394,11.993716814159292,33.3141592920354,3.4486725663716817,47.00968137254902,0.911504424778761,173.625,96.0,9.2,14.120000000000001,49.5,117.0,3,0.5,1.0,0.9,9.94,2.5,0.25,0,11400.62890625,47949.875,59350.50390625,265.4
6,281,970,50.07328041592527,39.62633451957296,5.906761565836298,12.001921708185048,33.79181494661922,4.081494661921709,47.10173969072165,1.1352313167259787,177.875,96.0,9.2,14.120000000000001,49.5,122.75,4,0.5,1.0,0.9,9.879999999999999,2.5,1.0,0,14070.591796875,45688.6875,59759.279296875,372.5
7,337,922,50.596843413853854,39.78041543026706,5.894362017804154,12.02100890207715,34.031157270029674,4.757863501483679,46.82474833920824,1.3471810089020773,184.5625,96.0,9.299999999999999,14.180000000000001,49.5,177.875,5,0.89990234375,1.0,0.9,9.879999999999999,7.0,0.5,0,17051.13623046875,43172.41796875,60223.55419921875,703.0
8,389,818,51.21316175289203,38.861182519280206,5.87943444730077,12.018200514138822,34.638817480719794,6.391773778920307,46.64179735253668,1.5372750642673523,181.1875,96.0,9.299999999999999,14.180000000000001,49.5,176.875,5,0.5498046875,1.0,0.9,9.879999999999999,7.0,0.5,0,19921.919921875,38152.990234375,58074.91015625,1075.2
9,452,732,47.16210127298811,37.79424778761062,5.880309734513274,11.962831858407082,34.366150442477874,7.846902654867254,47.08466476690574,1.7146017699115044,166.1875,96.0,9.299999999999999,14.180000000000001,49.5,175.875,5,0.89990234375,1.0,0.8,9.879999999999999,7.0,1.0,0,21317.269775390625,34465.974609375,55783.244384765625,1454.6
10,488,653,47.73819144827421,36.47336065573771,5.889139344262293,11.978155737704913,34.48053278688525,9.121106557377056,46.84468543620789,1.9344262295081966,166.1875,96.0,9.299999999999999,14.180000000000001,50.0,174.875,5,0.712890625,1.0,0.8,9.879999999999999,7.0,0.3984375,0,23296.237426757812,30589.57958984375,53885.81701660156,1943.8
