Turn,#animals,#food,avgAE,avgET,avgH,avgV,avgML,avgL,avgFE,avgGen,maxAE,maxET,maxH,maxV,maxML,maxFE,maxGen,minAE,minET,minH,minV,minML,minFE,minGen,totalAE,totalFE,totalE,totalCombat
0,100,600,11.84,47.36,4.91,11.97,22.13,0.0,49.275,0.0,24.5,98.0,9.0,14.0,49.0,99.0,0,0.5,2.0,1.0,10.0,1.0,1.0,0,1184.0,29565.0,30749.0,0.0
1,97,1145,39.04123711340206,47.71134020618557,4.979381443298969,11.958762886597938,22.711340206185568,2.2371134020618557,48.1764192139738,0.0,108.0,98.0,9.0,14.0,49.0,99.0,0,0.75,2.0,1.0,10.0,2.0,1.0,0,3787.0,55162.0,58949.0,138.0
2,104,1124,51.68689903846154,45.68269230769231,5.081730769230769,11.970576923076923,23.932692307692307,4.278846153846154,47.57562277580071,0.1346153846153846,161.25,98.0,9.0,14.06,49.0,138.5,1,0.75,1.0,1.0,9.94,3.0,0.75,0,5375.4375,53475.0,58850.4375,237.0
3,127,1093,47.50221456692913,45.661417322834644,5.237007874015748,11.943937007874014,23.559055118110237,3.84251968503937,47.07845379688929,0.3858267716535433,159.75,98.0,9.1,14.06,49.0,137.5,2,0.75,1.0,1.0,9.94,2.5,1.0,0,6032.78125,51456.75,57489.53125,199.0
4,142,1035,51.530039612676056,44.0,5.114084507042253,11.900140845070421,24.5,4.323239436619719,46.94772041062802,0.5422535211267606,154.625,98.0,9.1,14.06,49.0,136.5,2,0.75,1.0,1.0,9.94,2.5,0.703125,0,7317.265625,48590.890625,55908.15625,164.0
5,180,1039,42.78142361111111,42.35,5.13111111111111,11.908777777777777,24.980555555555554,4.323333333333335,46.418671799807505,0.7944444444444444,143.0,98.0,9.2,14.06,49.5,143.625,3,1.0,1.0,1.0,9.94,2.5,0.5,0,7700.65625,48229.0,55929.65625,295.1
6,216,1009,45.88033492476852,40.53703703703704,5.1657407407407385,11.852314814814818,25.36574074074074,4.238888888888889,46.709644449950446,1.0138888888888888,153.75,98.0,9.2,14.06,49.5,142.625,4,1.0,1.0,0.9,9.94,2.5,1.0,0,9910.15234375,47130.03125,57040.18359375,240.4
7,273,1000,42.15198603479853,38.21245421245421,5.108424908424912,11.887912087912088,25.406593406593405,3.8846153846153846,46.8820078125,1.26007326007326,144.625,98.0,9.2,14.06,50.0,143.0,4,1.40625,1.0,0.9,9.94,2.5,1.0,0,11507.4921875,46882.0078125,58389.5,291.90000000000003
8,309,953,49.05963668082524,36.50485436893204,5.172168284789641,11.830291262135924,26.13915857605178,4.414239482200648,47.128385689926546,1.4530744336569579,162.25,98.0,9.2,14.06,50.0,142.0,4,1.17578125,1.0,0.9,9.94,3.0,1.0,0,15159.427734375,44913.3515625,60072.779296875,460.7
9,365,933,48.41564506635274,35.172602739726024,5.172054794520549,11.812328767123288,26.663013698630138,4.889041095890412,47.405773755694,1.6383561643835616,157.3125,98.0,9.2,14.120000000000001,50.0,141.0,5,0.587890625,1.0,0.8,9.879999999999999,3.0,0.2939453125,0,17671.71044921875,44229.5869140625,61901.29736328125,719.1
10,421,900,51.64680216374703,35.75296912114014,5.248456057007128,11.809643705463191,27.093824228028502,5.572684085510687,46.97834852430555,1.819477434679335,179.4375,98.0,9.2,14.120000000000001,50.0,140.0,5,1.40625,1.0,0.8,9.879999999999999,3.0,1.0,0,21743.3037109375,42280.513671875,64023.8173828125,780.3
11,470,878,52.903034875748006,35.59361702127659,5.211063829787231,11.831702127659568,27.74255319148936,6.558297872340427,47.422668596063495,1.9617021276595745,179.4375,98.0,9.2,14.120000000000001,50.5,163.33203125,5,0.587890625,1.0,0.8,9.879999999999999,2.5,1.0,0,24864.426391601562,41637.10302734375,66501.52941894531,1261.0
12,519,771,52.42567246865215,34.774566473988436,5.226782273603085,11.793603082851641,28.149325626204238,7.314258188824666,47.942631702942606,2.1445086705202314,235.4375,98.0,9.2,14.180000000000001,50.5,162.33203125,5,1.69403076171875,1.0,0.8,9.879999999999999,2.5,1.0,0,27208.92401123047,36963.76904296875,64172.69305419922,1405.6
13,577,688,49.32001314212793,34.39168110918544,5.244540727902942,11.784783362218363,28.853552859618716,8.455805892547664,47.61531155608421,2.266897746967071,222.46875,98.0,9.2,14.180000000000001,50.5,161.33203125,5,1.69403076171875,1.0,0.8,9.879999999999999,2.0,1.0,0,28457.647583007812,32759.334350585938,61216.98193359375,1806.3
14,614,615,44.916030386760106,33.94788273615635,5.213843648208473,11.795863192182413,29.07899022801303,8.841856677524424,50.522369732120175,2.462540716612378,171.765625,98.0,9.2,14.180000000000001,50.5,197.5546875,5,2.3363037109375,1.0,0.8,9.819999999999999,2.0,0.380859375,0,27578.442657470703,31071.257385253906,58649.70004272461,2160.6
15,625,554,44.89513721923828,34.6336,5.137600000000003,11.742688000000003,29.736,9.606240000000001,51.35845594715986,2.6064,203.828125,98.0,9.2,14.120000000000001,50.5,196.5546875,5,1.837982177734375,1.0,0.8,9.819999999999999,2.5,0.20849609375,0,28059.460762023926,28452.584594726562,56512.04535675049,2371.1
